       sample #	    ECG
            218	    -11
            219	     -8
            220	      5
            221	     13
            222	      1
            223	     -5
            224	    -14
            225	    -27
            226	    -29
            227	    -31
            228	    -33
            229	    -32
            230	    -31
            231	    -65
            232	    -65
            233	     47
            234	    350
            235	    431
            236	    132
            237	    -12
            238	    -22
            239	    -15
            240	    -24
            241	    -28
            242	    -26
            243	    -24
            244	    -22
            245	    -26
            246	    -20
            247	    -19
            248	    -14
            249	    -13
            250	    -10
            251	     -9
            252	     -3
            253	     -3
            254	     -2
            255	     -4
            256	     -7
            257	     -9
            258	     -9
            259	     -5
            260	      1
            261	      6
            262	      8
            263	      2
            264	      0
            265	     -2
            266	     -7
            267	    -10
            268	    -11
            269	    -11
            270	    -10
            271	    -11
            272	    -13
            273	    -14
            274	    -16
            275	    -15
            276	    -16
            277	    -16
            278	    -17
            279	    -18
            280	    -17
            281	    -17
            282	    -20
            283	    -18
            284	    -22
            285	    -20
            286	    -22
            287	    -20
            288	    -21
            289	    -19
            290	    -21
            291	    -18
            292	    -18
            293	     -4
            294	     -8
            295	      6
            296	     15
            297	     19
            298	      5
            299	      1
            300	    -17
            301	    -19
            302	    -27
            303	    -23
            304	    -26
            305	    -23
            306	    -30
            307	    -62
            308	    -43
            309	    112
            310	    445
            311	    342
            312	     72
            313	    -14
            314	     -6
            315	    -13
            316	    -23
            317	    -21
            318	    -23
            319	    -19
            320	    -19
            321	    -16
            322	    -17
            323	    -12
            324	    -12
            325	     -8
            326	     -7
            327	     -2
            328	     -4
            329	      0
            330	     -1
            331	     -3
            332	     -7
            333	     -9
            334	    -12
            335	     -6
            336	      0
            337	      6
            338	      5
            339	      4
            340	      0
            341	     -1
            342	     -3
            343	     -3
            344	     -7
            345	     -8
            346	     -7
            347	     -9
            348	     -9
            349	    -10
            350	    -12
            351	    -12
            352	    -13
            353	    -14
            354	    -13
            355	    -14
            356	    -14
            357	    -14
            358	    -16
            359	    -14
            360	    -12
            361	    -11
            362	    -15
            363	    -14
            364	    -17
            365	    -15
            366	    -18
            367	    -14
            368	    -14
            369	     -1
            370	     -2
            371	     13
            372	     21
            373	     26
            374	      9
            375	      3
            376	    -13
            377	    -16
            378	    -22
            379	    -21
            380	    -24
            381	    -22
            382	    -29
            383	    -59
            384	    -39
            385	    112
            386	    433
            387	    336
            388	     75
            389	    -11
            390	     -7
            391	    -11
            392	    -21
            393	    -18
            394	    -21
            395	    -18
            396	    -18
            397	    -14
            398	    -15
            399	    -11
            400	    -10
            401	     -5
            402	     -6
            403	     -1
            404	      0
            405	      1
            406	      0
            407	      0
            408	     -4
            409	     -4
            410	     -7
            411	     -2
            412	      2
            413	      9
            414	      9
            415	      7
            416	      4
            417	      0
            418	     -3
            419	     -3
            420	     -5
            421	     -6
            422	     -6
            423	     -9
            424	    -10
            425	    -13
            426	    -11
            427	    -13
            428	    -13
            429	    -16
            430	    -17
            431	    -17
            432	    -16
            433	    -18
            434	    -19
            435	    -19
            436	    -18
            437	    -22
            438	    -18
            439	    -23
            440	    -21
            441	    -23
            442	    -22
            443	    -24
            444	    -19
            445	    -11
            446	     -6
            447	      0
            448	     15
            449	     15
            450	      8
            451	     -4
            452	    -12
            453	    -27
            454	    -25
            455	    -29
            456	    -25
            457	    -29
            458	    -24
            459	    -53
            460	    -57
            461	     27
            462	    283
            463	    463
            464	    164
            465	     -7
            466	    -17
            467	    -10
            468	    -15
            469	    -24
            470	    -18
            471	    -20
            472	    -16
            473	    -20
            474	    -14
            475	    -13
            476	     -9
            477	     -9
            478	     -2
            479	     -4
            480	      0
            481	      0
            482	      1
            483	      0
            484	      0
            485	      0
            486	      2
            487	      1
            488	      6
            489	     10
            490	     12
            491	     10
            492	      9
            493	      0
            494	      0
            495	     -1
            496	     -1
            497	     -2
            498	     -5
            499	     -5
            500	     -7
            501	    -10
            502	     -9
            503	    -12
            504	    -13
            505	    -13
            506	    -16
            507	    -13
            508	    -14
            509	    -14
            510	    -15
            511	    -16
            512	    -20
            513	    -18
            514	    -19
            515	    -19
            516	    -20
            517	    -21
            518	    -21
            519	    -22
            520	    -25
            521	    -22
            522	    -17
            523	     -3
            524	     -9
            525	      6
            526	     12
            527	     14
            528	     -4
            529	     -6
            530	    -24
            531	    -25
            532	    -32
            533	    -28
            534	    -33
            535	    -34
            536	    -42
            537	    -71
            538	    -53
            539	    108
            540	    434
            541	    320
            542	     77
            543	    -20
            544	    -21
            545	    -19
            546	    -30
            547	    -24
            548	    -27
            549	    -26
            550	    -24
            551	    -20
            552	    -24
            553	    -21
            554	    -18
            555	    -11
            556	    -13
            557	     -7
            558	     -2
            559	      0
            560	     -8
            561	     -2
            562	     -4
            563	     -4
            564	     -4
            565	      0
            566	      6
            567	     12
            568	      7
            569	      0
            570	      0
            571	      0
            572	     -1
            573	     -6
            574	    -13
            575	     -6
            576	     -9
            577	    -12
            578	    -12
            579	    -10
            580	    -14
            581	    -20
            582	    -17
            583	    -14
            584	    -15
            585	    -18
            586	    -20
            587	    -19
            588	    -20
            589	    -16
            590	    -20
            591	    -23
            592	    -24
            593	    -20
            594	    -28
            595	    -23
            596	    -23
            597	    -26
            598	    -25
            599	    -24
            600	    -16
            601	     -9
            602	     -7
            603	     10
            604	     13
            605	      3
            606	     -6
            607	    -17
            608	    -25
            609	    -27
            610	    -31
            611	    -26
            612	    -32
            613	    -28
            614	    -58
            615	    -66
            616	     33
            617	    317
            618	    458
            619	    152
            620	    -10
            621	    -18
            622	    -12
            623	    -18
            624	    -24
            625	    -22
            626	    -23
            627	    -18
            628	    -17
            629	    -16
            630	    -16
            631	    -11
            632	    -11
            633	     -7
            634	     -6
            635	      0
            636	      0
            637	      0
            638	      0
            639	      0
            640	     -5
            641	     -5
            642	     -6
            643	     -2
            644	      3
            645	      8
            646	      4
            647	      1
            648	     -4
            649	     -6
            650	     -6
            651	     -8
            652	    -10
            653	    -10
            654	    -11
            655	    -12
            656	    -13
            657	    -14
            658	    -15
            659	    -13
            660	    -16
            661	    -14
            662	    -15
            663	    -17
            664	    -18
            665	    -21
            666	    -23
            667	    -21
            668	    -21
            669	    -19
            670	    -22
            671	    -18
            672	    -21
            673	    -20
            674	    -25
            675	    -21
            676	    -21
            677	     -8
            678	     -9
            679	      5
            680	     13
            681	     17
            682	      0
            683	     -3
            684	    -20
            685	    -21
            686	    -28
            687	    -24
            688	    -29
            689	    -25
            690	    -37
            691	    -67
            692	    -45
            693	    126
            694	    468
            695	    304
            696	     52
            697	    -16
            698	    -10
            699	    -17
            700	    -28
            701	    -25
            702	    -29
            703	    -22
            704	    -25
            705	    -19
            706	    -21
            707	    -15
            708	    -14
            709	     -6
            710	    -10
            711	     -5
            712	     -5
            713	      0
            714	     -5
            715	     -5
            716	     -9
            717	    -12
            718	    -14
            719	     -9
            720	     -1
            721	      5
            722	      4
            723	      2
            724	     -2
            725	     -4
            726	     -6
            727	     -7
            728	     -7
            729	     -8
            730	     -9
            731	     -9
            732	     -9
            733	    -12
            734	    -11
            735	    -11
            736	    -11
            737	    -13
            738	    -15
            739	    -15
            740	    -17
            741	    -15
            742	    -17
            743	    -17
            744	    -17
            745	    -16
            746	    -19
            747	    -19
            748	    -19
            749	    -20
            750	    -20
            751	    -18
            752	    -16
            753	     -5
            754	     -7
            755	      6
            756	     14
            757	     18
            758	      5
            759	      0
            760	    -16
            761	    -20
            762	    -24
            763	    -22
            764	    -26
            765	    -23
            766	    -29
            767	    -58
            768	    -44
            769	    102
            770	    416
            771	    355
            772	     83
            773	    -16
            774	     -8
            775	    -12
            776	    -22
            777	    -22
            778	    -25
            779	    -21
            780	    -20
            781	    -17
            782	    -17
            783	    -14
            784	    -12
            785	     -7
            786	     -7
            787	     -3
            788	     -1
            789	      0
            790	      0
            791	      0
            792	     -4
            793	     -6
            794	     -8
            795	     -4
            796	      3
            797	      9
            798	     11
            799	      8
            800	      3
            801	      1
            802	      0
            803	     -3
            804	     -2
            805	     -2
            806	     -2
            807	     -5
            808	     -4
            809	     -6
            810	     -8
            811	    -10
            812	    -10
            813	    -10
            814	    -14
            815	    -12
            816	    -14
            817	    -14
            818	    -15
            819	    -13
            820	    -16
            821	    -10
            822	    -14
            823	    -12
            824	    -17
            825	    -12
            826	    -15
            827	    -12
            828	    -10
            829	      0
            830	     -3
            831	     20
            832	     19
            833	     22
            834	      8
            835	      1
            836	    -21
            837	    -18
            838	    -26
            839	    -24
            840	    -29
            841	    -23
            842	    -35
            843	    -60
            844	    -31
            845	    147
            846	    470
            847	    279
            848	     48
            849	    -17
            850	    -11
            851	    -12
            852	    -23
            853	    -22
            854	    -26
            855	    -21
            856	    -22
            857	    -15
            858	    -15
            859	     -8
            860	    -12
            861	     -8
            862	    -11
            863	     -3
            864	     -4
            865	      0
            866	      0
            867	      0
            868	     -6
            869	     -5
            870	     -8
            871	     -3
            872	      1
            873	      3
            874	      2
            875	      2
            876	     -1
            877	     -5
            878	     -9
            879	     -8
            880	    -14
            881	    -13
            882	    -11
            883	    -12
            884	    -12
            885	    -12
            886	    -15
            887	    -15
            888	    -17
            889	    -19
            890	    -19
            891	    -17
            892	    -19
            893	    -21
            894	    -23
            895	    -26
            896	    -23
            897	    -21
            898	    -23
            899	    -21
            900	    -27
            901	    -24
            902	    -27
            903	    -26
            904	    -20
            905	     -7
            906	     -9
            907	      8
            908	     13
            909	      6
            910	     -8
            911	    -10
            912	    -26
            913	    -25
            914	    -30
            915	    -25
            916	    -36
            917	    -29
            918	    -54
            919	    -64
            920	      8
            921	    269
            922	    491
            923	    189
            924	     -5
            925	    -21
            926	    -11
            927	    -20
            928	    -27
            929	    -23
            930	    -24
            931	    -20
            932	    -21
            933	    -18
            934	    -15
            935	    -12
            936	    -13
            937	     -3
            938	     -3
            939	      0
            940	      1
            941	      0
            942	      0
            943	      2
            944	      0
            945	      1
            946	     -2
            947	      3
            948	      6
            949	     12
            950	      8
            951	      1
            952	     -6
            953	     -4
            954	     -5
            955	    -11
            956	    -14
            957	    -11
            958	    -10
            959	    -12
            960	    -15
            961	    -12
            962	    -15
            963	    -18
            964	    -15
            965	    -16
            966	    -18
            967	    -19
            968	    -22
            969	    -22
            970	    -23
            971	    -26
            972	    -25
            973	    -25
            974	    -24
            975	    -25
            976	    -23
            977	    -24
            978	    -25
            979	    -22
            980	    -11
            981	     -8
            982	     -1
            983	     10
            984	     17
            985	      5
            986	      0
            987	    -15
            988	    -21
            989	    -26
            990	    -25
            991	    -26
            992	    -25
            993	    -29
            994	    -61
            995	    -54
            996	     84
            997	    403
            998	    388
            999	    102
           1000	    -13
           1001	    -11
           1002	    -10
           1003	    -21
           1004	    -21
           1005	    -21
           1006	    -20
           1007	    -21
           1008	    -14
           1009	    -14
           1010	    -10
           1011	    -10
           1012	     -8
           1013	     -5
           1014	     -1
           1015	      1
           1016	      2
           1017	      0
           1018	     -1
           1019	     -4
           1020	     -8
           1021	     -9
           1022	     -7
           1023	     -2
           1024	      4
           1025	      8
           1026	      5
           1027	      0
           1028	      0
           1029	     -1
           1030	     -4
           1031	     -4
           1032	     -5
           1033	     -5
           1034	     -7
           1035	     -7
           1036	    -10
           1037	    -13
           1038	    -10
           1039	    -13
           1040	    -12
           1041	    -15
           1042	    -15
           1043	    -17
           1044	    -16
           1045	    -18
           1046	    -17
           1047	    -21
           1048	    -19
           1049	    -21
           1050	    -18
           1051	    -20
           1052	    -18
           1053	    -22
           1054	    -18
           1055	    -18
           1056	     -4
           1057	     -6
           1058	     12
           1059	     16
           1060	     17
           1061	      0
           1062	     -1
           1063	    -20
           1064	    -21
           1065	    -28
           1066	    -24
           1067	    -30
           1068	    -24
           1069	    -34
           1070	    -63
           1071	    -41
           1072	    125
           1073	    461
           1074	    311
           1075	     58
           1076	    -14
           1077	    -10
           1078	    -15
           1079	    -25
           1080	    -21
           1081	    -26
           1082	    -21
           1083	    -21
           1084	    -17
           1085	    -18
           1086	    -12
           1087	    -12
           1088	     -7
           1089	     -9
           1090	     -2
           1091	     -2
           1092	      1
           1093	     -1
           1094	     -1
           1095	     -6
           1096	     -8
           1097	    -14
           1098	     -8
           1099	     -3
           1100	      3
           1101	      0
           1102	      1
           1103	     -2
           1104	     -2
           1105	     -4
           1106	     -6
           1107	     -8
           1108	     -5
           1109	     -8
           1110	     -7
           1111	    -10
           1112	     -9
           1113	    -13
           1114	    -13
           1115	    -13
           1116	    -14
           1117	    -18
           1118	    -14
           1119	    -17
           1120	    -15
           1121	    -17
           1122	    -14
           1123	    -18
           1124	    -16
           1125	    -19
           1126	    -16
           1127	    -22
           1128	    -18
           1129	    -22
           1130	    -17
           1131	    -14
           1132	     -2
           1133	     -4
           1134	     15
           1135	     19
           1136	     16
           1137	     -1
           1138	     -3
           1139	    -23
           1140	    -20
           1141	    -29
           1142	    -22
           1143	    -30
           1144	    -23
           1145	    -42
           1146	    -60
           1147	    -17
           1148	    188
           1149	    497
           1150	    226
           1151	     13
           1152	    -19
           1153	    -11
           1154	    -17
           1155	    -27
           1156	    -21
           1157	    -26
           1158	    -17
           1159	    -23
           1160	    -16
           1161	    -19
           1162	    -11
           1163	    -14
           1164	     -8
           1165	    -11
           1166	     -3
           1167	     -3
           1168	      0
           1169	     -4
           1170	      0
           1171	     -9
           1172	     -7
           1173	    -10
           1174	     -5
           1175	     -1
           1176	      4
           1177	      5
           1178	      4
           1179	     -4
           1180	     -6
           1181	     -9
           1182	     -4
           1183	     -4
           1184	     -8
           1185	     -9
           1186	    -11
           1187	    -11
           1188	     -9
           1189	    -12
           1190	    -14
           1191	    -13
           1192	    -14
           1193	    -15
           1194	    -15
           1195	    -17
           1196	    -16
           1197	    -15
           1198	    -16
           1199	    -20
           1200	    -18
           1201	    -22
           1202	    -20
           1203	    -22
           1204	    -21
           1205	    -23
           1206	    -19
           1207	    -13
           1208	     -8
           1209	     -4
           1210	     11
           1211	     15
           1212	      6
           1213	     -4
           1214	    -15
           1215	    -24
           1216	    -27
           1217	    -28
           1218	    -28
           1219	    -32
           1220	    -30
           1221	    -63
           1222	    -60
           1223	     44
           1224	    322
           1225	    437
           1226	    146
           1227	    -10
           1228	    -20
           1229	    -13
           1230	    -24
           1231	    -27
           1232	    -25
           1233	    -24
           1234	    -22
           1235	    -23
           1236	    -20
           1237	    -19
           1238	    -15
           1239	    -14
           1240	     -9
           1241	     -3
           1242	     -3
           1243	     -7
           1244	     -3
           1245	     -4
           1246	     -4
           1247	     -8
           1248	     -7
           1249	     -6
           1250	      3
           1251	     -1
           1252	      3
           1253	      1
           1254	     -5
           1255	     -8
           1256	     -7
           1257	     -9
           1258	    -12
           1259	    -10
           1260	    -11
           1261	    -16
           1262	    -16
           1263	    -16
           1264	    -18
           1265	    -16
           1266	    -17
           1267	    -20
           1268	    -19
           1269	    -19
           1270	    -16
           1271	    -21
           1272	    -27
           1273	    -20
           1274	    -20
           1275	    -22
           1276	    -27
           1277	    -24
           1278	    -22
           1279	    -23
           1280	    -25
           1281	    -21
           1282	    -24
           1283	    -13
           1284	    -15
           1285	      4
           1286	      8
           1287	     11
           1288	     -2
           1289	     -1
           1290	    -22
           1291	    -23
           1292	    -33
           1293	    -29
           1294	    -34
           1295	    -29
           1296	    -37
           1297	    -70
           1298	    -50
           1299	    118
           1300	    461
           1301	    330
           1302	     72
           1303	    -14
           1304	    -14
           1305	    -12
           1306	    -24
           1307	    -25
           1308	    -27
           1309	    -22
           1310	    -23
           1311	    -19
           1312	    -21
           1313	    -13
           1314	    -17
           1315	     -9
           1316	     -6
           1317	     -2
           1318	     -2
           1319	      0
           1320	      0
           1321	      0
           1322	     -5
           1323	     -5
           1324	    -10
           1325	     -7
           1326	     -2
           1327	      4
           1328	      5
           1329	      3
           1330	     -2
           1331	     -3
           1332	     -6
           1333	     -6
           1334	     -8
           1335	     -6
           1336	     -8
           1337	    -10
           1338	    -10
           1339	    -10
           1340	    -14
           1341	    -12
           1342	    -12
           1343	    -12
           1344	    -16
           1345	    -16
           1346	    -17
           1347	    -16
           1348	    -19
           1349	    -19
           1350	    -20
           1351	    -18
           1352	    -19
           1353	    -16
           1354	    -21
           1355	    -18
           1356	    -20
           1357	    -16
           1358	    -16
           1359	     -1
           1360	     -6
           1361	     10
           1362	     14
           1363	     20
           1364	      4
           1365	      1
           1366	    -17
           1367	    -18
           1368	    -26
           1369	    -21
           1370	    -27
           1371	    -20
           1372	    -33
           1373	    -63
           1374	    -36
           1375	    149
           1376	    491
           1377	    288
           1378	     45
           1379	    -12
           1380	     -6
           1381	    -12
           1382	    -25
           1383	    -19
           1384	    -23
           1385	    -16
           1386	    -21
           1387	    -14
           1388	    -17
           1389	    -11
           1390	    -13
           1391	     -6
           1392	     -7
           1393	     -2
           1394	     -3
           1395	      0
           1396	     -1
           1397	      0
           1398	     -6
           1399	     -8
           1400	    -12
           1401	     -6
           1402	     -2
           1403	      4
           1404	      5
           1405	      2
           1406	     -2
           1407	     -1
           1408	     -4
           1409	     -5
           1410	     -6
           1411	     -6
           1412	     -8
           1413	     -7
           1414	    -10
           1415	     -9
           1416	    -12
           1417	    -12
           1418	    -12
           1419	    -11
           1420	    -12
           1421	    -11
           1422	    -14
           1423	    -13
           1424	    -16
           1425	    -16
           1426	    -18
           1427	    -14
           1428	    -16
           1429	    -14
           1430	    -19
           1431	    -18
           1432	    -19
           1433	    -16
           1434	    -14
           1435	      0
           1436	     -4
           1437	     15
           1438	     18
           1439	     20
           1440	      4
           1441	      1
           1442	    -17
           1443	    -16
           1444	    -24
           1445	    -19
           1446	    -25
           1447	    -21
           1448	    -33
           1449	    -61
           1450	    -34
           1451	    140
           1452	    470
           1453	    292
           1454	     47
           1455	    -14
           1456	     -8
           1457	    -11
           1458	    -25
           1459	    -19
           1460	    -24
           1461	    -17
           1462	    -20
           1463	    -15
           1464	    -15
           1465	     -9
           1466	    -12
           1467	     -7
           1468	     -6
           1469	      0
           1470	      0
           1471	      2
           1472	      0
           1473	      0
           1474	     -6
           1475	     -7
           1476	    -10
           1477	     -8
           1478	     -4
           1479	      4
           1480	      3
           1481	      1
           1482	      0
           1483	     -1
           1484	     -3
           1485	     -4
           1486	     -4
           1487	     -4
           1488	     -6
           1489	     -7
           1490	     -9
           1491	     -8
           1492	    -10
           1493	    -10
           1494	    -13
           1495	    -12
           1496	    -15
           1497	    -14
           1498	    -16
           1499	    -15
           1500	    -19
           1501	    -18
           1502	    -20
           1503	    -17
           1504	    -19
           1505	    -16
           1506	    -21
           1507	    -15
           1508	    -20
           1509	    -15
           1510	    -14
           1511	     -3
           1512	     -7
           1513	     13
           1514	     18
           1515	     16
           1516	      0
           1517	     -4
           1518	    -23
           1519	    -21
           1520	    -28
           1521	    -20
           1522	    -29
           1523	    -22
           1524	    -44
           1525	    -62
           1526	    -15
           1527	    194
           1528	    503
           1529	    225
           1530	     14
           1531	    -17
           1532	     -8
           1533	    -14
           1534	    -26
           1535	    -18
           1536	    -23
           1537	    -17
           1538	    -20
           1539	    -12
           1540	    -14
           1541	     -5
           1542	     -7
           1543	     -2
           1544	     -7
           1545	      0
           1546	      0
           1547	      3
           1548	      2
           1549	      3
           1550	     -3
           1551	     -6
           1552	     -7
           1553	      0
           1554	      2
           1555	      8
           1556	      5
           1557	      5
           1558	     -1
           1559	     -4
           1560	     -5
           1561	     -4
           1562	     -4
           1563	     -6
           1564	    -11
           1565	     -9
           1566	     -9
           1567	    -11
           1568	    -17
           1569	    -13
           1570	    -19
           1571	    -18
           1572	    -17
           1573	    -20
           1574	    -19
           1575	    -21
           1576	    -24
           1577	    -22
           1578	    -24
           1579	    -21
           1580	    -22
           1581	    -20
           1582	    -25
           1583	    -23
           1584	    -25
           1585	    -21
           1586	    -24
           1587	     -7
           1588	    -12
           1589	      9
           1590	     12
           1591	     12
           1592	     -5
           1593	     -7
           1594	    -24
           1595	    -24
           1596	    -32
           1597	    -26
           1598	    -30
           1599	    -27
           1600	    -37
           1601	    -67
           1602	    -39
           1603	    141
           1604	    472
           1605	    288
           1606	     54
           1607	    -19
           1608	    -13
           1609	    -15
           1610	    -29
           1611	    -20
           1612	    -26
           1613	    -21
           1614	    -24
           1615	    -22
           1616	    -19
           1617	    -12
           1618	    -14
           1619	     -9
           1620	     -9
           1621	     -1
           1622	     -3
           1623	      1
           1624	      0
           1625	      3
           1626	     -6
           1627	     -7
           1628	     -7
           1629	     -4
           1630	      0
           1631	      6
           1632	      4
           1633	      2
           1634	      0
           1635	     -5
           1636	     -7
           1637	    -11
           1638	    -14
           1639	     -8
           1640	     -9
           1641	    -11
           1642	    -16
           1643	    -12
           1644	    -15
           1645	    -16
           1646	    -19
           1647	    -17
           1648	    -17
           1649	    -14
           1650	    -24
           1651	    -25
           1652	    -22
           1653	    -18
           1654	    -21
           1655	    -23
           1656	    -24
           1657	    -23
           1658	    -25
           1659	    -20
           1660	    -26
           1661	    -20
           1662	    -22
           1663	     -9
           1664	    -13
           1665	      5
           1666	     11
           1667	     10
           1668	     -2
           1669	     -4
           1670	    -24
           1671	    -24
           1672	    -32
           1673	    -24
           1674	    -34
           1675	    -24
           1676	    -47
           1677	    -68
           1678	    -22
           1679	    201
           1680	    516
           1681	    233
           1682	     16
           1683	    -18
           1684	    -13
           1685	    -16
           1686	    -30
           1687	    -24
           1688	    -28
           1689	    -20
           1690	    -23
           1691	    -18
           1692	    -21
           1693	    -15
           1694	    -15
           1695	     -9
           1696	    -10
           1697	      1
           1698	     -4
           1699	      0
           1700	     -5
           1701	     -3
           1702	     -6
           1703	     -8
           1704	    -10
           1705	     -3
           1706	      0
           1707	      4
           1708	      1
           1709	     -1
           1710	     -4
           1711	     -6
           1712	    -10
           1713	     -9
           1714	     -9
           1715	    -10
           1716	    -11
           1717	    -11
           1718	    -12
           1719	    -10
           1720	    -12
           1721	    -12
           1722	    -13
           1723	    -16
           1724	    -19
           1725	    -21
           1726	    -20
           1727	    -19
           1728	    -20
           1729	    -21
           1730	    -21
           1731	    -21
           1732	    -21
           1733	    -22
           1734	    -24
           1735	    -23
           1736	    -22
           1737	    -22
           1738	    -22
           1739	    -10
           1740	     -6
           1741	      1
           1742	     14
           1743	     18
           1744	      9
           1745	      1
           1746	    -11
           1747	    -20
           1748	    -23
           1749	    -24
           1750	    -25
           1751	    -25
           1752	    -27
           1753	    -61
           1754	    -55
           1755	     63
           1756	    364
           1757	    418
           1758	    116
           1759	    -17
           1760	     -9
           1761	    -10
           1762	    -20
           1763	    -22
           1764	    -22
           1765	    -21
           1766	    -19
           1767	    -19
           1768	    -16
           1769	    -14
           1770	    -13
           1771	    -10
           1772	     -8
           1773	     -6
           1774	     -4
           1775	     -2
           1776	     -2
           1777	     -5
           1778	     -8
           1779	    -11
           1780	    -13
           1781	    -11
           1782	     -5
           1783	      1
           1784	      4
           1785	      3
           1786	      0
           1787	     -3
           1788	     -4
           1789	     -5
           1790	     -7
           1791	     -8
           1792	     -7
           1793	     -9
           1794	    -10
           1795	    -10
           1796	    -11
           1797	    -13
           1798	    -14
           1799	    -16
           1800	    -16
           1801	    -18
           1802	    -18
           1803	    -20
           1804	    -19
           1805	    -21
           1806	    -19
           1807	    -23
           1808	    -19
           1809	    -25
           1810	    -22
           1811	    -23
           1812	    -19
           1813	    -24
           1814	    -19
           1815	    -19
           1816	     -4
           1817	     -7
           1818	     13
           1819	     16
           1820	     17
           1821	     -1
           1822	     -3
           1823	    -22
           1824	    -20
           1825	    -30
           1826	    -26
           1827	    -30
           1828	    -22
           1829	    -41
           1830	    -62
           1831	    -19
           1832	    184
           1833	    505
           1834	    234
           1835	     17
           1836	    -16
           1837	    -11
           1838	    -14
           1839	    -26
           1840	    -19
           1841	    -25
           1842	    -19
           1843	    -23
           1844	    -17
           1845	    -17
           1846	    -12
           1847	    -16
           1848	     -7
           1849	     -8
           1850	     -4
           1851	     -5
           1852	     -2
           1853	     -4
           1854	     -4
           1855	    -11
           1856	    -10
           1857	    -14
           1858	     -8
           1859	     -1
           1860	      4
           1861	      4
           1862	      4
           1863	      0
           1864	     -1
           1865	     -3
           1866	     -2
           1867	     -6
           1868	     -5
           1869	     -5
           1870	     -5
           1871	    -10
           1872	     -9
           1873	    -10
           1874	    -12
           1875	    -14
           1876	    -13
           1877	    -15
           1878	    -15
           1879	    -17
           1880	    -17
           1881	    -17
           1882	    -17
           1883	    -17
           1884	    -17
           1885	    -19
           1886	    -18
           1887	    -21
           1888	    -20
           1889	    -21
           1890	    -19
           1891	    -16
           1892	     -3
           1893	     -5
           1894	     13
           1895	     19
           1896	     20
           1897	      7
           1898	      0
           1899	    -15
           1900	    -21
           1901	    -25
           1902	    -25
           1903	    -29
           1904	    -25
           1905	    -32
           1906	    -60
           1907	    -43
           1908	    103
           1909	    417
           1910	    338
           1911	     84
           1912	    -14
           1913	    -12
           1914	     -9
           1915	    -22
           1916	    -21
           1917	    -25
           1918	    -20
           1919	    -18
