       sample #	    ECG
            459	   2037
            460	  -2039
            461	   2041
            462	  -2043
            463	   2045
            464	  -2047
            465	  -2046
            466	   2044
            467	  -2043
            468	   2041
            469	  -2040
            470	   2039
            471	  -2038
            472	   2037
            473	  -2037
            474	   2036
            475	  -2036
            476	   2036
            477	  -2036
            478	   2036
            479	   -693
            480	   2037
            481	  -2038
            482	   2039
            483	  -2039
            484	   2040
            485	  -2041
            486	   2043
            487	  -2044
            488	   2045
            489	  -2046
            490	  -2047
            491	   2046
            492	  -2044
            493	   2043
            494	  -2042
            495	   2040
            496	    177
            497	    414
            498	    757
            499	    943
            500	   1245
            501	   1435
            502	   1717
            503	   1874
            504	  -1970
            505	  -1832
            506	  -1665
            507	  -1582
            508	  -1400
            509	  -1146
            510	   -536
            511	   -429
            512	   -529
            513	   -584
            514	   -629
            515	   -670
            516	   -505
            517	   -481
            518	   -375
            519	   -329
            520	   -256
            521	   -248
            522	   -184
            523	   -185
            524	   -124
            525	   -145
            526	   -104
            527	   -114
            528	    -86
            529	    -87
            530	    -63
            531	    -76
            532	    -42
            533	    -61
            534	    -30
            535	    -45
            536	      3
            537	     -9
            538	     16
            539	     -3
            540	     31
            541	     -4
            542	     20
            543	      0
            544	      4
            545	    -12
            546	    -39
            547	    -46
            548	     -6
            549	      2
            550	    -18
            551	     -7
            552	     -4
            553	    -18
            554	    -20
            555	    -13
            556	    -16
            557	    -30
            558	    -35
            559	    -25
            560	    -21
            561	    -14
            562	    -23
            563	    -17
            564	    -14
            565	    -15
            566	     -7
            567	     -7
            568	    -20
            569	    -14
            570	    -15
            571	    -15
            572	     -9
            573	     -6
            574	    -18
            575	     -3
            576	     -6
            577	      7
            578	     20
            579	     26
            580	     57
            581	     49
            582	     37
            583	     21
            584	      8
            585	    -24
            586	    -18
            587	    -31
            588	    -16
            589	    -28
            590	    -29
            591	   -109
            592	   -152
            593	   -105
            594	     83
            595	    507
            596	    407
            597	    254
            598	    135
            599	     -2
            600	    -21
            601	    -31
            602	    -31
            603	    -33
            604	    -34
            605	    -20
            606	    -36
            607	    -30
            608	    -29
            609	    -40
            610	    -31
            611	    -33
            612	    -23
            613	    -36
            614	    -32
            615	    -45
            616	    -38
            617	    -32
            618	    -31
            619	    -23
            620	    -25
            621	    -22
            622	     -5
            623	     12
            624	     22
            625	     27
            626	     30
            627	     21
            628	     28
            629	     19
            630	      8
            631	     18
            632	     -2
            633	     -6
            634	     -1
            635	     -2
            636	     -6
            637	     -9
            638	    -11
            639	    -16
            640	     -5
            641	    -24
            642	    -34
            643	    -22
            644	    -29
            645	    -26
            646	    -15
            647	    -16
            648	    -26
            649	    -15
            650	     -4
            651	    -21
            652	    -25
            653	    -11
            654	    -16
            655	    -21
            656	    -15
            657	    -15
            658	    -14
            659	    -10
            660	    -16
            661	     -3
            662	     -2
            663	     22
            664	     28
            665	     53
            666	     34
            667	     35
            668	     35
            669	    -10
            670	    -23
            671	     -6
            672	     -7
            673	    -26
            674	    -32
            675	    -30
            676	    -87
            677	   -156
            678	   -146
            679	     -2
            680	    495
            681	    479
            682	    282
            683	    148
            684	    -13
            685	    -15
            686	    -25
            687	    -40
            688	    -41
            689	    -33
            690	    -32
            691	    -31
            692	    -28
            693	    -29
            694	    -40
            695	    -29
            696	    -33
            697	    -39
            698	    -44
            699	    -38
            700	    -38
            701	    -33
            702	    -39
            703	    -40
            704	    -40
            705	     -9
            706	    -16
            707	    -30
            708	     -3
            709	     11
            710	     11
            711	     29
            712	     19
            713	     17
            714	     21
            715	     18
            716	     13
            717	     -3
            718	      1
            719	      2
            720	      0
            721	      4
            722	     -7
            723	    -12
            724	    -16
            725	    -23
            726	    -30
            727	    -25
            728	    -14
            729	    -21
            730	    -30
            731	    -25
            732	    -24
            733	    -13
            734	    -19
            735	    -14
            736	    -12
            737	    -23
            738	    -25
            739	    -12
            740	    -25
            741	    -19
            742	    -17
            743	     -7
            744	     -9
            745	     -6
            746	    -17
            747	    -11
            748	      5
            749	     20
            750	     30
            751	     54
            752	     45
            753	     33
            754	     11
            755	     -9
            756	    -16
            757	    -18
            758	    -19
            759	    -19
            760	    -25
            761	    -26
            762	   -134
            763	   -165
            764	    -79
            765	    134
            766	    544
            767	    393
            768	    266
            769	    104
            770	    -34
            771	    -21
            772	    -41
            773	    -31
            774	    -35
            775	    -25
            776	    -39
            777	    -26
            778	    -30
            779	    -38
            780	    -35
            781	    -31
            782	    -39
            783	    -38
            784	    -37
            785	    -22
            786	    -41
            787	    -43
            788	    -41
            789	    -36
            790	    -31
            791	    -15
            792	    -26
            793	     -9
            794	     11
            795	     10
            796	     21
            797	     24
            798	     16
            799	     23
            800	     24
            801	     12
            802	      3
            803	      7
            804	     -1
            805	      0
            806	      5
            807	     -5
            808	    -13
            809	    -13
            810	    -19
            811	    -18
            812	    -19
            813	    -15
            814	    -20
            815	    -33
            816	    -25
            817	    -23
            818	    -15
            819	    -17
            820	    -27
            821	    -29
            822	    -11
            823	    -17
            824	    -27
            825	    -19
            826	     -9
            827	    -11
            828	    -24
            829	    -21
            830	    -22
            831	    -10
            832	    -15
            833	    -15
            834	     -7
            835	     -3
            836	     12
            837	     24
            838	     52
            839	     32
            840	     31
            841	     16
            842	     -9
            843	    -13
            844	    -14
            845	    -23
            846	    -19
            847	    -35
            848	    -29
            849	   -107
            850	   -148
            851	   -132
            852	     17
            853	    481
            854	    468
            855	    283
            856	    162
            857	      2
            858	    -26
            859	    -34
            860	    -35
            861	    -44
            862	    -32
            863	    -29
            864	    -37
            865	    -34
            866	    -35
            867	    -42
            868	    -39
            869	    -44
            870	    -25
            871	    -38
            872	    -39
            873	    -37
            874	    -44
            875	    -38
            876	    -33
            877	    -40
            878	    -22
            879	    -19
            880	    -10
            881	      3
            882	      9
            883	     24
            884	     38
            885	     32
            886	     19
            887	     23
            888	     15
            889	      9
            890	      6
            891	      3
            892	      4
            893	     -6
            894	     -5
            895	     -1
            896	    -20
            897	    -13
            898	    -11
            899	    -18
            900	    -24
            901	    -20
            902	    -18
            903	    -35
            904	    -25
            905	    -22
            906	    -23
            907	    -20
            908	    -23
            909	     -5
            910	    -10
            911	    -25
            912	    -27
            913	    -19
            914	     -1
            915	    -19
            916	    -23
            917	    -20
            918	     -9
            919	     13
            920	    -31
            921	    -24
            922	    -17
            923	    -10
            924	      1
            925	    -21
            926	    -15
            927	     11
            928	     37
            929	     22
            930	     39
            931	     42
            932	     31
            933	     22
            934	      0
            935	     -5
            936	    -19
            937	    -22
            938	    -16
            939	    -33
            940	    -26
            941	    -88
            942	   -142
            943	   -145
            944	      0
            945	    450
            946	    480
            947	    282
            948	    183
            949	     11
            950	    -25
            951	    -35
            952	    -27
            953	    -27
            954	    -39
            955	    -44
            956	    -29
            957	    -19
            958	    -36
            959	    -39
            960	    -27
            961	    -30
            962	    -37
            963	    -36
            964	    -28
            965	    -30
            966	    -40
            967	    -46
            968	    -31
            969	    -13
            970	    -27
            971	    -27
            972	     -6
            973	     16
            974	     10
            975	     24
            976	     32
            977	     51
            978	     31
            979	     17
            980	     25
            981	     19
            982	      6
            983	      6
            984	     19
            985	     10
            986	    -13
            987	     -8
            988	      2
            989	    -15
            990	     -5
            991	    -20
            992	    -12
            993	    -26
            994	    -23
            995	     -8
            996	    -15
            997	    -16
            998	    -21
            999	    -16
           1000	    -11
           1001	     -3
           1002	    -19
           1003	    -11
           1004	    -11
           1005	     -8
           1006	    -14
           1007	     -9
           1008	      5
           1009	    -24
           1010	    -25
           1011	    -14
           1012	     -1
           1013	    -21
           1014	    -23
           1015	    -11
           1016	      0
           1017	    -17
           1018	    -31
           1019	    -18
           1020	    -14
           1021	      8
           1022	     -5
           1023	     18
           1024	     37
           1025	     67
           1026	     34
           1027	     28
           1028	     12
           1029	     -5
           1030	    -10
           1031	    -18
           1032	    -19
           1033	    -24
           1034	    -20
           1035	    -21
           1036	   -110
           1037	   -146
           1038	   -126
           1039	     41
           1040	    498
           1041	    447
           1042	    273
           1043	    151
           1044	      2
           1045	    -24
           1046	    -30
           1047	    -27
           1048	    -40
           1049	    -35
           1050	    -35
           1051	    -34
           1052	    -34
           1053	    -27
           1054	    -32
           1055	    -35
           1056	    -38
           1057	    -36
           1058	    -49
           1059	    -40
           1060	    -43
           1061	    -36
           1062	    -35
           1063	    -42
           1064	    -23
           1065	    -22
           1066	    -40
           1067	    -19
           1068	     -3
           1069	     19
           1070	     22
           1071	     30
           1072	     45
           1073	     19
           1074	     11
           1075	      7
           1076	     13
           1077	     14
           1078	      1
           1079	     -4
           1080	      4
           1081	     13
           1082	     -2
           1083	    -17
           1084	     -9
           1085	    -13
           1086	    -23
           1087	    -24
           1088	    -22
           1089	    -26
           1090	    -21
           1091	    -20
           1092	    -14
           1093	    -26
           1094	    -28
           1095	    -20
           1096	    -19
           1097	    -11
           1098	    -19
           1099	    -15
           1100	      0
           1101	    -22
           1102	    -26
           1103	    -15
           1104	    -10
           1105	    -17
           1106	    -12
           1107	    -22
           1108	    -16
           1109	     -6
           1110	     -6
           1111	    -26
           1112	    -13
           1113	    -12
           1114	     -6
           1115	     15
           1116	     23
           1117	     43
           1118	     46
           1119	     28
           1120	     36
           1121	    -14
           1122	    -10
           1123	    -27
           1124	    -16
           1125	    -22
           1126	    -12
           1127	    -20
           1128	    -81
           1129	   -138
           1130	   -172
           1131	    -48
           1132	    340
           1133	    545
           1134	    326
           1135	    244
           1136	     33
           1137	    -32
           1138	    -22
           1139	    -37
           1140	    -41
           1141	    -42
           1142	    -28
           1143	    -30
           1144	    -38
           1145	    -37
           1146	    -22
           1147	    -44
           1148	    -33
           1149	    -32
           1150	    -32
           1151	    -47
           1152	    -41
           1153	    -33
           1154	    -46
           1155	    -37
           1156	    -46
           1157	    -32
           1158	    -31
           1159	    -27
           1160	    -11
           1161	     -1
           1162	     14
           1163	     32
           1164	     27
           1165	     30
           1166	     18
           1167	      4
           1168	     11
           1169	     10
           1170	     12
           1171	      1
           1172	      7
           1173	      7
           1174	      7
           1175	    -17
           1176	    -17
           1177	    -11
           1178	    -15
           1179	    -15
           1180	     -9
           1181	    -25
           1182	    -25
           1183	    -18
           1184	    -14
           1185	    -30
           1186	    -13
           1187	     -5
           1188	    -22
           1189	    -25
           1190	    -17
           1191	    -13
           1192	    -14
           1193	    -14
           1194	     -2
           1195	    -15
           1196	    -18
           1197	    -16
           1198	    -23
           1199	    -21
           1200	    -16
           1201	     -4
           1202	    -12
           1203	    -17
           1204	      8
           1205	    -11
           1206	    -18
           1207	      8
           1208	     37
           1209	     37
           1210	     39
           1211	     35
           1212	     26
           1213	     -6
           1214	    -12
           1215	    -18
           1216	    -21
           1217	    -30
           1218	    -12
           1219	    -29
           1220	    -67
           1221	   -132
           1222	   -173
           1223	    -35
           1224	    375
           1225	    525
           1226	    300
           1227	    221
           1228	     35
           1229	    -29
           1230	    -15
           1231	    -31
           1232	    -38
           1233	    -28
           1234	    -29
           1235	    -45
           1236	    -36
           1237	    -31
           1238	    -32
           1239	    -42
           1240	    -26
           1241	    -25
           1242	    -42
           1243	    -49
           1244	    -41
           1245	    -28
           1246	    -39
           1247	    -55
           1248	    -30
           1249	    -25
           1250	    -35
           1251	    -27
           1252	    -10
           1253	     18
           1254	     12
           1255	     17
           1256	     29
           1257	     53
           1258	     23
           1259	      3
           1260	     12
           1261	     22
           1262	     22
           1263	     -6
           1264	     -2
           1265	      5
           1266	      0
           1267	     -7
           1268	     -2
           1269	      3
           1270	    -29
           1271	    -24
           1272	    -22
           1273	     -3
           1274	    -11
           1275	    -32
           1276	    -26
           1277	     -3
           1278	     -4
           1279	    -26
           1280	    -25
           1281	     -7
           1282	     -1
           1283	    -20
           1284	    -17
           1285	     -4
           1286	     -8
           1287	    -22
           1288	    -16
           1289	     -9
           1290	     -5
           1291	    -23
           1292	    -18
           1293	    -10
           1294	     -2
           1295	    -17
           1296	    -24
           1297	    -13
           1298	    -19
           1299	    -15
           1300	    -17
           1301	     -6
           1302	     21
           1303	     18
           1304	     24
           1305	     46
           1306	     37
           1307	     38
           1308	      3
           1309	    -12
           1310	    -20
           1311	     -1
           1312	    -37
           1313	    -29
           1314	    -25
           1315	    -23
           1316	   -127
           1317	   -159
           1318	    -80
           1319	    118
           1320	    531
           1321	    387
           1322	    258
           1323	    124
           1324	    -16
           1325	    -15
           1326	    -23
           1327	    -36
           1328	    -38
           1329	    -38
           1330	    -40
           1331	    -30
           1332	    -26
           1333	    -22
           1334	    -41
           1335	    -38
           1336	    -22
           1337	    -22
           1338	    -47
           1339	    -45
           1340	    -40
           1341	    -13
           1342	    -40
           1343	    -50
           1344	    -32
           1345	    -10
           1346	    -36
           1347	    -15
           1348	     -1
           1349	     17
           1350	     44
           1351	     20
           1352	     25
           1353	     49
           1354	     10
           1355	      4
           1356	      7
           1357	     20
           1358	      3
           1359	     -4
           1360	     -2
           1361	      7
           1362	     13
           1363	    -25
           1364	    -16
           1365	     -7
           1366	     -5
           1367	    -30
           1368	    -26
           1369	    -23
           1370	    -11
           1371	    -18
           1372	    -27
           1373	    -13
           1374	    -11
           1375	    -15
           1376	    -24
           1377	    -14
           1378	    -16
           1379	     -7
           1380	    -20
           1381	    -12
           1382	    -13
           1383	    -16
           1384	    -13
           1385	     -6
           1386	    -15
           1387	    -16
           1388	    -11
           1389	     -9
           1390	    -20
           1391	    -13
           1392	    -17
           1393	      4
           1394	    -10
           1395	    -20
           1396	     -9
           1397	      2
           1398	     13
           1399	     20
           1400	     49
           1401	     50
           1402	     40
           1403	     23
           1404	      4
           1405	    -14
           1406	    -13
           1407	    -23
           1408	    -27
           1409	    -13
           1410	    -25
           1411	    -64
           1412	   -134
           1413	   -160
           1414	    -67
           1415	    282
           1416	    562
           1417	    338
           1418	    227
           1419	     71
           1420	    -24
           1421	    -30
           1422	    -41
           1423	    -23
           1424	    -27
           1425	    -29
           1426	    -38
           1427	    -39
           1428	    -30
           1429	    -24
           1430	    -36
           1431	    -35
           1432	    -36
           1433	    -16
           1434	    -50
           1435	    -40
           1436	    -42
           1437	    -49
           1438	    -38
           1439	    -36
           1440	    -39
           1441	    -27
           1442	    -16
           1443	     -2
           1444	     -3
           1445	      8
           1446	     21
           1447	     25
           1448	     23
           1449	     19
           1450	     19
           1451	     11
           1452	     19
           1453	      0
           1454	     -3
           1455	      3
           1456	     -5
           1457	      0
           1458	     -6
           1459	     -4
           1460	    -12
           1461	     -8
           1462	     -4
           1463	    -27
           1464	    -27
           1465	    -20
           1466	    -22
           1467	    -21
           1468	    -13
           1469	     -9
           1470	    -23
           1471	    -22
           1472	     -9
           1473	    -18
           1474	    -17
           1475	    -14
           1476	    -23
           1477	    -13
           1478	     -4
           1479	    -17
           1480	    -29
           1481	    -13
           1482	    -16
           1483	    -23
           1484	     -6
           1485	    -19
           1486	    -34
           1487	    -11
           1488	     -7
           1489	     -9
           1490	      2
           1491	     13
           1492	     37
           1493	     56
           1494	     28
           1495	     26
           1496	      9
           1497	    -10
           1498	    -19
           1499	    -10
           1500	    -35
           1501	    -22
           1502	    -31
           1503	    -41
           1504	   -139
           1505	   -155
           1506	    -85
           1507	    170
           1508	    567
           1509	    390
           1510	    257
           1511	     87
           1512	    -30
           1513	    -26
           1514	    -37
           1515	    -29
           1516	    -37
           1517	    -32
           1518	    -30
           1519	    -21
           1520	    -37
           1521	    -27
           1522	    -38
           1523	    -38
           1524	    -48
           1525	    -31
           1526	    -33
           1527	    -42
           1528	    -48
           1529	    -32
           1530	    -42
           1531	    -29
           1532	    -47
           1533	    -39
           1534	    -32
           1535	    -18
           1536	     -4
           1537	     -3
           1538	     19
           1539	     36
           1540	      8
           1541	     14
           1542	     14
           1543	      9
           1544	      8
           1545	     12
           1546	      3
           1547	    -21
           1548	    -18
           1549	     -7
           1550	    -11
           1551	    -23
           1552	    -24
           1553	    -38
           1554	      3
           1555	      6
           1556	     40
           1557	      8
           1558	     33
           1559	    -26
           1560	    -12
           1561	    -10
           1562	     -1
           1563	    -20
           1564	    -19
           1565	    -12
           1566	     -6
           1567	    -10
           1568	    -17
           1569	     10
           1570	    -25
           1571	    -13
           1572	    -11
           1573	    -15
           1574	    -15
           1575	    -20
           1576	    -14
           1577	     -1
           1578	     -5
           1579	    -21
           1580	      8
           1581	     16
           1582	     28
           1583	     53
           1584	     58
           1585	     26
           1586	     36
           1587	    -12
           1588	    -21
           1589	    -44
           1590	    -23
           1591	    -28
           1592	    -33
           1593	    -55
           1594	    -69
           1595	   -142
           1596	   -165
           1597	    -61
           1598	    296
           1599	    537
           1600	    349
           1601	    243
           1602	     74
           1603	      8
           1604	     30
           1605	    -16
           1606	     -7
           1607	      5
           1608	    -21
           1609	    -15
           1610	    -24
           1611	    -11
           1612	    -66
           1613	    -31
           1614	    -50
           1615	    -41
           1616	    -96
           1617	    -73
           1618	    -57
           1619	    -54
           1620	    -71
           1621	    -78
           1622	    -59
           1623	    -44
           1624	    -57
           1625	    -57
           1626	    -42
           1627	    -26
           1628	    -16
           1629	    -10
           1630	      0
           1631	     12
           1632	     37
           1633	      8
           1634	     15
           1635	      4
           1636	     20
           1637	      4
           1638	     22
           1639	    -13
           1640	     22
           1641	    -20
           1642	     23
           1643	    -19
           1644	    -15
           1645	    -33
           1646	    -16
           1647	    -21
           1648	    -12
           1649	    -15
           1650	      1
           1651	     18
           1652	    -19
           1653	     -3
           1654	     -7
           1655	      2
           1656	    -14
           1657	    -22
           1658	    -19
           1659	     -3
           1660	     -1
           1661	    -19
           1662	      1
           1663	    -25
           1664	    -17
           1665	    -15
           1666	     -5
           1667	    -14
           1668	     -6
           1669	    -14
           1670	    -11
           1671	    -18
           1672	      4
           1673	     21
           1674	     24
           1675	     37
           1676	     55
           1677	     45
           1678	     44
           1679	     24
           1680	      9
           1681	      0
           1682	     15
           1683	     24
           1684	     -6
           1685	     -8
           1686	     -9
           1687	    -83
           1688	   -170
           1689	    -70
           1690	    174
           1691	    533
           1692	    351
           1693	    264
           1694	     69
           1695	    -54
           1696	    -53
           1697	    -35
           1698	    -64
           1699	    -81
           1700	    -59
           1701	    -52
           1702	    -36
           1703	    -54
           1704	    -12
           1705	    -11
           1706	      4
           1707	    -13
           1708	     -8
           1709	    -26
           1710	    -26
           1711	    -41
           1712	    -30
           1713	    -38
           1714	    -24
           1715	    -21
           1716	    -17
           1717	    -20
           1718	    -29
           1719	    -19
           1720	      0
           1721	      5
           1722	     20
           1723	     18
           1724	     27
           1725	     18
           1726	     16
           1727	     -1
           1728	     10
           1729	      7
           1730	     10
           1731	     13
           1732	      8
           1733	     -4
           1734	      9
           1735	    -14
           1736	    -24
           1737	    -38
           1738	    -29
           1739	    -34
           1740	    -59
           1741	    -69
           1742	    -70
           1743	    -38
           1744	    -36
           1745	    -25
           1746	    -26
           1747	    -16
           1748	    -16
           1749	    -20
           1750	    -14
           1751	    -17
           1752	    -24
           1753	    -14
           1754	    -19
           1755	    -11
           1756	     -9
           1757	    -18
           1758	    -10
           1759	    -12
           1760	     -9
           1761	     -1
           1762	     -5
           1763	    -13
           1764	     -7
           1765	     28
           1766	     21
           1767	     34
           1768	     60
           1769	     64
           1770	     40
           1771	     58
           1772	     33
           1773	     26
           1774	     41
           1775	     12
           1776	    -42
           1777	    -22
           1778	    -24
           1779	   -100
           1780	   -154
           1781	   -150
           1782	     -1
           1783	    445
           1784	    467
           1785	    278
           1786	    178
           1787	     10
           1788	     -4
           1789	    -38
           1790	    -40
           1791	    -33
           1792	    -29
           1793	    -32
           1794	    -31
           1795	    -40
           1796	    -32
           1797	    -23
           1798	    -16
           1799	    -50
           1800	    -43
           1801	    -28
           1802	    -37
           1803	    -40
           1804	    -40
           1805	    -42
           1806	    -39
           1807	    -32
           1808	    -36
           1809	    -36
           1810	    -26
           1811	     -8
           1812	     -3
           1813	      9
           1814	     20
           1815	     24
           1816	     23
           1817	     15
           1818	     12
           1819	      6
           1820	      1
           1821	      7
           1822	     12
           1823	     -4
           1824	     -9
           1825	     -8
           1826	      0
           1827	     -8
           1828	    -17
           1829	    -15
           1830	    -12
           1831	    -22
           1832	    -27
           1833	    -19
           1834	    -14
           1835	    -28
           1836	    -21
           1837	    -12
           1838	     -8
           1839	    -21
           1840	    -18
           1841	    -23
           1842	     -9
           1843	     -9
           1844	     -8
           1845	    -14
           1846	     -3
           1847	    -27
           1848	    -29
           1849	    -25
           1850	     -5
           1851	    -27
           1852	    -23
           1853	    -36
           1854	    -95
           1855	    -70
           1856	    -72
           1857	    -20
           1858	     19
           1859	     28
           1860	     26
           1861	     68
           1862	     63
           1863	     33
           1864	     20
           1865	      1
           1866	    -12
           1867	     -8
           1868	    -13
           1869	    -19
           1870	     -2
           1871	     -6
           1872	    -85
           1873	   -145
           1874	   -136
           1875	      6
           1876	    444
           1877	    496
           1878	    297
           1879	    200
           1880	     18
           1881	     -9
           1882	    -19
           1883	    -13
           1884	    -20
           1885	    -22
           1886	    -10
           1887	    -28
           1888	    -21
           1889	    -19
           1890	    -65
           1891	    -49
           1892	    -47
           1893	    -40
           1894	    -22
           1895	    -46
           1896	    -53
           1897	    -55
           1898	    -40
           1899	    -54
           1900	    -32
           1901	    -52
           1902	    -54
           1903	    -25
