       sample #	    ECG
            773	    -22
            774	    -20
            775	    -13
            776	     31
            777	    100
            778	    -31
            779	    -72
            780	    -54
            781	    -33
            782	    -19
            783	    -19
            784	    -21
            785	    -22
            786	    -18
            787	    -24
            788	    -16
            789	    -16
            790	    -10
            791	    -15
            792	     -8
            793	     -9
            794	      0
            795	     -2
            796	      4
            797	     13
            798	     22
            799	     27
            800	     32
            801	     42
            802	     49
            803	     57
            804	     62
            805	     58
            806	     62
            807	     55
            808	     39
            809	     24
            810	     11
            811	      2
            812	     -4
            813	     -7
            814	    -13
            815	    -12
            816	    -11
            817	     -9
            818	    -10
            819	    -12
            820	     -5
            821	     -4
            822	     -9
            823	     -5
            824	     -7
            825	    -14
            826	     -7
            827	    -15
            828	    -10
            829	    -14
            830	    -11
            831	    -14
            832	    -13
            833	    -11
            834	      3
            835	      5
            836	      9
            837	     12
            838	     22
            839	     14
            840	      2
            841	     -4
            842	     -8
            843	    -21
            844	    -23
            845	    -27
            846	    -23
            847	    -29
            848	    -21
            849	    -25
            850	    -13
            851	      0
            852	     62
            853	     88
            854	    -80
            855	    -68
            856	    -34
            857	    -15
            858	    -20
            859	    -26
            860	    -21
            861	    -20
            862	    -20
            863	    -21
            864	    -15
            865	    -13
            866	     -8
            867	    -13
            868	     -9
            869	     -2
            870	      1
            871	      0
            872	     10
            873	     13
            874	     24
            875	     31
            876	     38
            877	     40
            878	     51
            879	     56
            880	     60
            881	     60
            882	     57
            883	     49
            884	     38
            885	     18
            886	      8
            887	     -1
            888	     -4
            889	     -6
            890	     -9
            891	    -10
            892	    -11
            893	     -9
            894	     -8
            895	     -6
            896	     -8
            897	     -6
            898	     -7
            899	     -7
            900	     -8
            901	     -9
            902	    -12
            903	     -9
            904	    -12
            905	    -12
            906	    -14
            907	    -11
            908	    -14
            909	     -2
            910	      5
            911	     11
            912	     12
            913	     26
            914	     16
            915	      7
            916	     -3
            917	     -6
            918	    -21
            919	    -22
            920	    -28
            921	    -22
            922	    -24
            923	    -20
            924	    -26
            925	    -21
            926	    -20
            927	     33
            928	     92
            929	    -84
            930	    -89
            931	    -46
            932	    -19
            933	    -19
            934	    -24
            935	    -23
            936	    -25
            937	    -20
            938	    -22
            939	    -19
            940	    -19
            941	    -14
            942	    -17
            943	    -12
            944	    -11
            945	     -3
            946	      0
            947	      6
            948	     10
            949	     19
            950	     25
            951	     35
            952	     39
            953	     46
            954	     50
            955	     58
            956	     59
            957	     60
            958	     52
            959	     39
            960	     23
            961	     11
            962	      0
            963	     -5
            964	     -8
            965	    -10
            966	    -11
            967	    -10
            968	    -13
            969	    -10
            970	     -7
            971	     -8
            972	     -5
            973	     -9
            974	     -8
            975	     -9
            976	     -4
            977	     -7
            978	     -7
            979	     -9
            980	     -9
            981	    -13
            982	    -11
            983	    -10
            984	      3
            985	     10
            986	     15
            987	     13
            988	     24
            989	     19
            990	      8
            991	     -3
            992	     -1
            993	    -18
            994	    -20
            995	    -26
            996	    -19
            997	    -23
            998	    -20
            999	    -24
           1000	    -16
           1001	    -16
           1002	     36
           1003	     98
           1004	    -71
           1005	    -79
           1006	    -44
           1007	    -27
           1008	    -16
           1009	    -21
           1010	    -18
           1011	    -19
           1012	    -17
           1013	    -21
           1014	    -17
           1015	    -15
           1016	    -12
           1017	    -11
           1018	     -4
           1019	     -3
           1020	      1
           1021	     -1
           1022	      8
           1023	     14
           1024	     20
           1025	     32
           1026	     40
           1027	     43
           1028	     50
           1029	     57
           1030	     62
           1031	     64
           1032	     61
           1033	     54
           1034	     40
           1035	     28
           1036	     15
           1037	      1
           1038	     -3
           1039	     -9
           1040	     -4
           1041	     -7
           1042	     -7
           1043	     -6
           1044	     -6
           1045	     -8
           1046	     -5
           1047	     -4
           1048	     -7
           1049	     -4
           1050	     -7
           1051	     -8
           1052	     -8
           1053	     -9
           1054	     -9
           1055	     -9
           1056	    -12
           1057	    -10
           1058	     -7
           1059	      1
           1060	      8
           1061	     10
           1062	      9
           1063	     25
           1064	     18
           1065	     12
           1066	     -4
           1067	     -3
           1068	    -18
           1069	    -19
           1070	    -24
           1071	    -24
           1072	    -23
           1073	    -19
           1074	    -25
           1075	    -19
           1076	    -14
           1077	     26
           1078	    101
           1079	    -29
           1080	    -74
           1081	    -52
           1082	    -34
           1083	    -17
           1084	    -21
           1085	    -19
           1086	    -21
           1087	    -19
           1088	    -17
           1089	    -20
           1090	    -13
           1091	     -9
           1092	    -13
           1093	     -7
           1094	     -8
           1095	      0
           1096	      6
           1097	      9
           1098	     11
           1099	     19
           1100	     24
           1101	     35
           1102	     44
           1103	     48
           1104	     52
           1105	     56
           1106	     62
           1107	     62
           1108	     58
           1109	     43
           1110	     29
           1111	     16
           1112	      7
           1113	     -2
           1114	     -5
           1115	     -7
           1116	    -14
           1117	     -7
           1118	     -8
           1119	     -6
           1120	     -7
           1121	     -5
           1122	     -3
           1123	     -4
           1124	     -5
           1125	     -9
           1126	    -11
           1127	     -7
           1128	     -6
           1129	     -8
           1130	     -7
           1131	    -10
           1132	    -11
           1133	    -11
           1134	    -10
           1135	    -14
           1136	      0
           1137	     10
           1138	     13
           1139	     12
           1140	     25
           1141	     20
           1142	     13
           1143	      1
           1144	      0
           1145	    -18
           1146	    -20
           1147	    -21
           1148	    -17
           1149	    -21
           1150	    -22
           1151	    -23
           1152	    -20
           1153	    -14
           1154	     37
           1155	    106
           1156	    -35
           1157	    -79
           1158	    -46
           1159	    -22
           1160	    -13
           1161	    -20
           1162	    -22
           1163	    -24
           1164	    -17
           1165	    -18
           1166	    -15
           1167	    -16
           1168	    -11
           1169	    -12
           1170	     -8
           1171	     -7
           1172	      0
           1173	      2
           1174	      7
           1175	     11
           1176	     20
           1177	     25
           1178	     32
           1179	     38
           1180	     47
           1181	     56
           1182	     60
           1183	     59
           1184	     59
           1185	     53
           1186	     42
           1187	     28
           1188	     16
           1189	      4
           1190	     -2
           1191	     -6
           1192	     -6
           1193	     -5
           1194	     -7
           1195	    -10
           1196	     -7
           1197	     -6
           1198	     -6
           1199	     -4
           1200	     -6
           1201	     -4
           1202	     -8
           1203	     -5
           1204	    -10
           1205	     -8
           1206	    -14
           1207	    -12
           1208	    -10
           1209	    -14
           1210	    -14
           1211	    -13
           1212	    -13
           1213	     -1
           1214	      8
           1215	      9
           1216	     10
           1217	     24
           1218	     19
           1219	      8
           1220	      0
           1221	     -1
           1222	    -15
           1223	    -22
           1224	    -24
           1225	    -20
           1226	    -20
           1227	    -20
           1228	    -23
           1229	    -21
           1230	    -21
           1231	     21
           1232	     83
           1233	    -44
           1234	    -87
           1235	    -51
           1236	    -25
           1237	    -20
           1238	    -22
           1239	    -20
           1240	    -23
           1241	    -20
           1242	    -21
           1243	    -17
           1244	    -16
           1245	    -10
           1246	    -12
           1247	    -11
           1248	     -5
           1249	      1
           1250	      0
           1251	      5
           1252	     13
           1253	     19
           1254	     29
           1255	     37
           1256	     41
           1257	     49
           1258	     55
           1259	     59
           1260	     61
           1261	     65
           1262	     57
           1263	     43
           1264	     28
           1265	     16
           1266	      5
           1267	     -2
           1268	     -8
           1269	     -8
           1270	     -5
           1271	     -9
           1272	     -8
           1273	     -5
           1274	     -6
           1275	     -6
           1276	     -6
           1277	     -7
           1278	     -5
           1279	     -7
           1280	     -7
           1281	    -11
           1282	    -10
           1283	    -10
           1284	    -11
           1285	    -13
           1286	    -11
           1287	    -11
           1288	    -10
           1289	     -8
           1290	      5
           1291	      5
           1292	     15
           1293	     14
           1294	     27
           1295	     17
           1296	      6
           1297	     -1
           1298	     -5
           1299	    -20
           1300	    -20
           1301	    -25
           1302	    -16
           1303	    -21
           1304	    -18
           1305	    -25
           1306	    -14
           1307	    -12
           1308	     35
           1309	    101
           1310	    -71
           1311	    -73
           1312	    -47
           1313	    -26
           1314	    -20
           1315	    -23
           1316	    -18
           1317	    -22
           1318	    -20
           1319	    -19
           1320	    -14
           1321	    -14
           1322	    -12
           1323	    -12
           1324	     -4
           1325	     -6
           1326	      2
           1327	      5
           1328	     11
           1329	     12
           1330	     23
           1331	     29
           1332	     40
           1333	     44
           1334	     55
           1335	     57
           1336	     62
           1337	     62
           1338	     64
           1339	     55
           1340	     45
           1341	     30
           1342	     12
           1343	      7
           1344	      0
           1345	     -3
           1346	     -7
           1347	     -6
           1348	     -7
           1349	     -4
           1350	     -8
           1351	     -3
           1352	     -6
           1353	     -7
           1354	     -2
           1355	      0
           1356	     -4
           1357	     -7
           1358	     -8
           1359	     -7
           1360	     -6
           1361	     -9
           1362	     -9
           1363	    -11
           1364	    -14
           1365	    -12
           1366	     -4
           1367	     11
           1368	      8
           1369	     11
           1370	     18
           1371	     22
           1372	     15
           1373	      2
           1374	     -1
           1375	    -12
           1376	    -24
           1377	    -18
           1378	    -23
           1379	    -23
           1380	    -25
           1381	    -21
           1382	    -24
           1383	    -12
           1384	     11
           1385	     75
           1386	     68
           1387	    -74
           1388	    -59
           1389	    -40
           1390	    -19
           1391	    -21
           1392	    -22
           1393	    -18
           1394	    -22
           1395	    -19
           1396	    -21
           1397	    -17
           1398	    -16
           1399	    -13
           1400	     -9
           1401	     -7
           1402	     -5
           1403	      0
           1404	      1
           1405	      8
           1406	     14
           1407	     24
           1408	     27
           1409	     39
           1410	     46
           1411	     51
           1412	     53
           1413	     59
           1414	     61
           1415	     60
           1416	     49
           1417	     35
           1418	     22
           1419	      8
           1420	      0
           1421	     -2
           1422	     -6
           1423	     -5
           1424	     -5
           1425	     -8
           1426	     -8
           1427	     -5
           1428	     -7
           1429	     -6
           1430	     -4
           1431	     -7
           1432	     -8
           1433	     -6
           1434	     -8
           1435	     -4
           1436	     -8
           1437	     -9
           1438	     -9
           1439	    -10
           1440	    -10
           1441	     -9
           1442	    -11
           1443	     -1
           1444	      7
           1445	     14
           1446	     17
           1447	     24
           1448	     19
           1449	     12
           1450	      0
           1451	     -1
           1452	    -15
           1453	    -20
           1454	    -25
           1455	    -21
           1456	    -23
           1457	    -18
           1458	    -23
           1459	    -22
           1460	    -19
           1461	     38
           1462	    104
           1463	    -50
           1464	    -81
           1465	    -44
           1466	    -21
           1467	    -18
           1468	    -23
           1469	    -20
           1470	    -24
           1471	    -19
           1472	    -18
           1473	    -17
           1474	    -17
           1475	    -13
           1476	    -12
           1477	     -9
           1478	     -6
           1479	     -3
           1480	      0
           1481	      4
           1482	      9
           1483	     18
           1484	     23
           1485	     35
           1486	     39
           1487	     48
           1488	     51
           1489	     55
           1490	     55
           1491	     61
           1492	     54
           1493	     40
           1494	     26
           1495	     16
           1496	      6
           1497	     -1
           1498	     -5
           1499	     -9
           1500	     -9
           1501	     -7
           1502	     -8
           1503	     -4
           1504	     -5
           1505	     -7
           1506	     -3
           1507	     -6
           1508	     -5
           1509	     -9
           1510	     -5
           1511	     -8
           1512	     -8
           1513	     -9
           1514	     -8
           1515	    -14
           1516	    -10
           1517	    -12
           1518	    -11
           1519	     -7
           1520	      6
           1521	      8
           1522	     15
           1523	     16
           1524	     22
           1525	     16
           1526	      3
           1527	     -4
           1528	     -9
           1529	    -21
           1530	    -20
           1531	    -24
           1532	    -21
           1533	    -25
           1534	    -19
           1535	    -26
           1536	    -18
           1537	    -10
           1538	     43
           1539	     72
           1540	    -95
           1541	    -77
           1542	    -38
           1543	    -17
           1544	    -20
           1545	    -25
           1546	    -18
           1547	    -21
           1548	    -21
           1549	    -21
           1550	    -16
           1551	    -16
           1552	    -12
           1553	    -13
           1554	     -7
           1555	     -7
           1556	      0
           1557	      2
           1558	      9
           1559	     11
           1560	     26
           1561	     29
           1562	     41
           1563	     41
           1564	     48
           1565	     56
           1566	     61
           1567	     65
           1568	     61
           1569	     50
           1570	     38
           1571	     21
           1572	      6
           1573	      3
           1574	     -2
           1575	     -4
           1576	     -8
           1577	     -8
           1578	     -9
           1579	     -5
           1580	     -8
           1581	     -5
           1582	     -7
           1583	      0
           1584	     -2
           1585	     -4
           1586	     -5
           1587	     -5
           1588	     -6
           1589	     -5
           1590	     -9
           1591	     -6
           1592	     -8
           1593	     -9
           1594	     -2
           1595	     13
           1596	     10
           1597	     16
           1598	     23
           1599	     27
           1600	     22
           1601	      6
           1602	      3
           1603	     -6
           1604	    -21
           1605	    -16
           1606	    -19
           1607	    -17
           1608	    -21
           1609	    -15
           1610	    -22
           1611	     -6
           1612	      2
           1613	     57
           1614	     69
           1615	    -79
           1616	    -64
           1617	    -38
           1618	    -15
           1619	    -16
           1620	    -21
           1621	    -13
           1622	    -19
           1623	    -17
           1624	    -14
           1625	    -11
           1626	    -13
           1627	     -7
           1628	     -7
           1629	     -2
           1630	     -2
           1631	      0
           1632	      6
           1633	     11
           1634	     18
           1635	     27
           1636	     32
           1637	     39
           1638	     48
           1639	     56
           1640	     58
           1641	     64
           1642	     66
           1643	     62
           1644	     51
           1645	     37
           1646	     23
           1647	     12
           1648	      1
           1649	     -2
           1650	     -7
           1651	     -3
           1652	     -3
           1653	     -6
           1654	     -7
           1655	     -4
           1656	     -1
           1657	     -2
           1658	      0
           1659	     -5
           1660	     -2
           1661	     -7
           1662	     -5
           1663	     -4
           1664	     -6
           1665	     -5
           1666	     -9
           1667	    -10
           1668	     -6
           1669	     -5
           1670	     10
           1671	      9
           1672	     17
           1673	     16
           1674	     25
           1675	     21
           1676	      4
           1677	     -2
           1678	     -5
           1679	    -22
           1680	    -18
           1681	    -21
           1682	    -16
           1683	    -23
           1684	    -19
           1685	    -23
           1686	    -10
           1687	      3
           1688	     67
           1689	    100
           1690	    -73
           1691	    -63
           1692	    -30
           1693	    -12
           1694	    -15
           1695	    -18
           1696	    -18
           1697	    -20
           1698	    -15
           1699	    -20
           1700	    -11
           1701	    -13
           1702	    -10
           1703	    -10
           1704	     -5
           1705	     -5
           1706	      2
           1707	      5
           1708	     13
           1709	     14
           1710	     24
           1711	     27
           1712	     36
           1713	     45
           1714	     52
           1715	     56
           1716	     58
           1717	     59
           1718	     60
           1719	     49
           1720	     35
           1721	     18
           1722	      8
           1723	      0
           1724	     -1
           1725	     -5
           1726	     -7
           1727	     -7
           1728	    -10
           1729	     -4
           1730	     -8
           1731	     -6
           1732	     -5
           1733	     -3
           1734	     -6
           1735	     -7
           1736	     -6
           1737	     -7
           1738	     -6
           1739	     -9
           1740	     -9
           1741	    -11
           1742	    -13
           1743	    -12
           1744	     -4
           1745	     11
           1746	     12
           1747	     14
           1748	     24
           1749	     20
           1750	     15
           1751	      1
           1752	      3
           1753	    -15
           1754	    -20
           1755	    -25
           1756	    -22
           1757	    -19
           1758	    -20
           1759	    -24
           1760	    -21
           1761	    -16
           1762	     24
           1763	     83
           1764	    -21
           1765	    -85
           1766	    -55
           1767	    -23
           1768	    -16
           1769	    -20
           1770	    -21
           1771	    -21
           1772	    -20
           1773	    -19
           1774	    -18
           1775	    -16
           1776	    -13
           1777	    -15
           1778	    -10
           1779	     -8
           1780	     -3
           1781	      0
           1782	      5
           1783	      8
           1784	     16
           1785	     24
           1786	     30
           1787	     36
           1788	     44
           1789	     50
           1790	     52
           1791	     56
           1792	     59
           1793	     52
           1794	     41
           1795	     26
           1796	     12
           1797	      1
           1798	     -5
           1799	     -7
           1800	     -8
           1801	     -9
           1802	    -11
           1803	     -8
           1804	     -9
           1805	     -8
           1806	     -9
           1807	     -8
           1808	    -10
           1809	     -5
           1810	     -8
           1811	     -7
           1812	    -10
           1813	    -12
           1814	    -12
           1815	     -8
           1816	    -16
           1817	    -13
           1818	     -7
           1819	      8
           1820	      7
           1821	     16
           1822	     17
           1823	     22
           1824	     16
           1825	      2
           1826	      0
           1827	    -10
           1828	    -21
           1829	    -21
           1830	    -26
           1831	    -20
           1832	    -24
           1833	    -23
           1834	    -29
           1835	     -9
           1836	      4
           1837	     46
           1838	     61
           1839	    -89
           1840	    -70
           1841	    -38
           1842	    -18
           1843	    -22
           1844	    -24
           1845	    -18
           1846	    -24
           1847	    -17
           1848	    -18
           1849	    -16
           1850	    -17
           1851	     -9
           1852	     -8
           1853	     -3
           1854	     -9
           1855	      0
           1856	      1
           1857	     13
           1858	     17
           1859	     21
           1860	     28
           1861	     36
           1862	     44
           1863	     54
           1864	     59
           1865	     58
           1866	     58
           1867	     60
           1868	     50
           1869	     36
           1870	     17
           1871	      5
           1872	     -1
           1873	     -7
           1874	    -10
           1875	    -10
           1876	     -6
           1877	    -15
           1878	    -13
           1879	     -3
           1880	     -7
           1881	    -11
           1882	     -6
           1883	     -8
           1884	     -7
           1885	    -12
           1886	     -7
           1887	    -15
           1888	    -11
           1889	    -12
           1890	    -14
           1891	     -9
           1892	      1
           1893	      9
           1894	      9
           1895	     11
           1896	     22
           1897	     17
           1898	     14
           1899	     -7
           1900	     -2
           1901	    -20
           1902	    -22
           1903	    -25
           1904	    -19
           1905	    -26
           1906	    -23
           1907	    -27
           1908	    -15
           1909	     -7
           1910	     43
           1911	    114
           1912	    -65
           1913	    -65
           1914	    -37
           1915	    -24
           1916	    -23
           1917	    -26
           1918	    -19
           1919	    -24
           1920	    -17
           1921	    -21
           1922	    -17
           1923	    -20
           1924	    -14
           1925	    -13
           1926	     -8
           1927	    -14
           1928	     -5
           1929	     -2
           1930	      5
           1931	     10
           1932	     15
           1933	     21
           1934	     36
           1935	     37
           1936	     46
           1937	     51
           1938	     54
           1939	     58
           1940	     56
           1941	     51
           1942	     35
           1943	     19
           1944	     10
           1945	      1
           1946	     -3
           1947	     -9
           1948	     -9
           1949	    -11
           1950	     -9
           1951	    -12
           1952	     -6
           1953	     -9
           1954	     -7
           1955	     -7
           1956	    -10
           1957	     -4
           1958	    -11
           1959	     -8
