       sample #	    ECG
            156	    284
            157	    504
            158	    260
            159	   -120
            160	   -293
            161	   -320
            162	   -188
            163	    -84
            164	    -47
            165	    -27
            166	    -16
            167	    -16
            168	    -14
            169	    -12
            170	     -6
            171	     -8
            172	     -3
            173	     -6
            174	     -3
            175	     -6
            176	     -4
            177	     -2
            178	      5
            179	      6
            180	     11
            181	     11
            182	     21
            183	     26
            184	     34
            185	     40
            186	     48
            187	     48
            188	     48
            189	     43
            190	     37
            191	     26
            192	     18
            193	      4
            194	     -2
            195	    -13
            196	    -18
            197	    -26
            198	    -26
            199	    -32
            200	    -35
            201	    -40
            202	    -42
            203	    -46
            204	    -45
            205	    -47
            206	    -43
            207	    -44
            208	    -45
            209	    -46
            210	    -38
            211	    -38
            212	    -32
            213	    -32
            214	    -25
            215	    -28
            216	    -28
            217	    -28
            218	    -24
            219	    -26
            220	    -24
            221	    -26
            222	    -26
            223	    -30
            224	    -24
            225	    -26
            226	    -27
            227	    -32
            228	    -28
            229	    -28
            230	    -26
            231	    -30
            232	    -28
            233	    -28
            234	    -20
            235	    -18
            236	    -11
            237	     -6
            238	      6
            239	     10
            240	     10
            241	     -3
            242	    -12
            243	    -21
            244	    -29
            245	    -38
            246	    -38
            247	    -43
            248	    -44
            249	    -47
            250	    -43
            251	    -44
            252	    -39
            253	    -39
            254	     -8
            255	    161
            256	    443
            257	    328
            258	    -91
            259	   -316
            260	   -382
            261	   -285
            262	   -122
            263	    -74
            264	    -48
            265	    -36
            266	    -24
            267	    -24
            268	    -24
            269	    -23
            270	    -15
            271	    -19
            272	    -13
            273	    -14
            274	     -8
            275	    -13
            276	     -8
            277	     -6
            278	     -1
            279	      2
            280	      7
            281	      6
            282	     17
            283	     27
            284	     36
            285	     36
            286	     40
            287	     36
            288	     37
            289	     26
            290	     19
            291	      6
            292	      2
            293	    -11
            294	    -14
            295	    -24
            296	    -28
            297	    -32
            298	    -37
            299	    -40
            300	    -43
            301	    -47
            302	    -45
            303	    -50
            304	    -51
            305	    -50
            306	    -44
            307	    -47
            308	    -40
            309	    -39
            310	    -32
            311	    -32
            312	    -28
            313	    -28
            314	    -27
            315	    -26
            316	    -27
            317	    -30
            318	    -24
            319	    -29
            320	    -28
            321	    -31
            322	    -32
            323	    -31
            324	    -26
            325	    -29
            326	    -26
            327	    -26
            328	    -27
            329	    -31
            330	    -24
            331	    -24
            332	    -20
            333	    -18
            334	    -16
            335	     -8
            336	      6
            337	     11
            338	     20
            339	     17
            340	      4
            341	     -8
            342	    -12
            343	    -24
            344	    -30
            345	    -36
            346	    -35
            347	    -36
            348	    -37
            349	    -38
            350	    -36
            351	    -38
            352	    -29
            353	     -2
            354	    181
            355	    454
            356	    330
            357	   -100
            358	   -317
            359	   -383
            360	   -277
            361	   -115
            362	    -68
            363	    -48
            364	    -30
            365	    -24
            366	    -18
            367	    -20
            368	    -16
            369	    -19
            370	    -12
            371	    -14
            372	     -8
            373	     -8
            374	     -6
            375	     -3
            376	      4
            377	      6
            378	      5
            379	      8
            380	     18
            381	     24
            382	     32
            383	     34
            384	     40
            385	     41
            386	     43
            387	     36
            388	     28
            389	     18
            390	      9
            391	     -4
            392	    -10
            393	    -20
            394	    -27
            395	    -34
            396	    -36
            397	    -45
            398	    -45
            399	    -50
            400	    -48
            401	    -54
            402	    -53
            403	    -56
            404	    -49
            405	    -45
            406	    -43
            407	    -44
            408	    -34
            409	    -34
            410	    -32
            411	    -34
            412	    -28
            413	    -26
            414	    -24
            415	    -27
            416	    -27
            417	    -32
            418	    -28
            419	    -32
            420	    -32
            421	    -32
            422	    -31
            423	    -36
            424	    -32
            425	    -32
            426	    -29
            427	    -32
            428	    -30
            429	    -32
            430	    -23
            431	    -22
            432	    -17
            433	    -10
            434	      1
            435	      6
            436	     17
            437	     13
            438	      4
            439	     -5
            440	     -8
            441	    -22
            442	    -28
            443	    -32
            444	    -32
            445	    -36
            446	    -32
            447	    -37
            448	    -34
            449	    -32
            450	    -28
            451	    -11
            452	    144
            453	    441
            454	    400
            455	    -26
            456	   -287
            457	   -372
            458	   -293
            459	   -124
            460	    -65
            461	    -40
            462	    -24
            463	    -18
            464	    -11
            465	    -11
            466	     -6
            467	     -7
            468	     -4
            469	     -6
            470	     -4
            471	     -4
            472	      1
            473	      1
            474	      6
            475	      8
            476	     14
            477	     16
            478	     24
            479	     26
            480	     40
            481	     45
            482	     51
            483	     49
            484	     49
            485	     42
            486	     38
            487	     28
            488	     20
            489	     10
            490	      5
            491	     -6
            492	    -12
            493	    -21
            494	    -22
            495	    -29
            496	    -32
            497	    -38
            498	    -40
            499	    -43
            500	    -40
            501	    -42
            502	    -41
            503	    -40
            504	    -33
            505	    -32
            506	    -30
            507	    -28
            508	    -22
            509	    -22
            510	    -18
            511	    -18
            512	    -14
            513	    -16
            514	    -13
            515	    -16
            516	    -13
            517	    -16
            518	    -13
            519	    -17
            520	    -19
            521	    -20
            522	    -18
            523	    -19
            524	    -16
            525	    -22
            526	    -16
            527	    -19
            528	    -16
            529	    -19
            530	    -14
            531	    -14
            532	    -11
            533	     -8
            534	      0
            535	      1
            536	      8
            537	     16
            538	     25
            539	     24
            540	     18
            541	      9
            542	      3
            543	     -8
            544	    -14
            545	    -23
            546	    -24
            547	    -29
            548	    -24
            549	    -30
            550	    -28
            551	    -29
            552	    -24
            553	    -20
            554	     44
            555	    296
            556	    516
            557	    252
            558	   -125
            559	   -301
            560	   -316
            561	   -183
            562	    -79
            563	    -50
            564	    -29
            565	    -24
            566	    -16
            567	    -12
            568	     -9
            569	    -10
            570	     -8
            571	     -8
            572	     -5
            573	     -5
            574	     -4
            575	     -3
            576	      3
            577	      4
            578	      9
            579	     11
            580	     16
            581	     18
            582	     28
            583	     33
            584	     38
            585	     39
            586	     45
            587	     42
            588	     40
            589	     30
            590	     25
            591	     13
            592	      8
            593	     -2
            594	     -6
            595	    -15
            596	    -19
            597	    -27
            598	    -29
            599	    -32
            600	    -36
            601	    -40
            602	    -39
            603	    -45
            604	    -42
            605	    -42
            606	    -38
            607	    -39
            608	    -32
            609	    -34
            610	    -28
            611	    -29
            612	    -26
            613	    -26
            614	    -24
            615	    -24
            616	    -22
            617	    -24
            618	    -24
            619	    -24
            620	    -23
            621	    -29
            622	    -28
            623	    -30
            624	    -28
            625	    -30
            626	    -28
            627	    -31
            628	    -30
            629	    -32
            630	    -31
            631	    -32
            632	    -30
            633	    -32
            634	    -31
            635	    -34
            636	    -32
            637	    -32
            638	    -31
            639	    -34
            640	    -31
            641	    -27
            642	    -20
            643	    -14
            644	     -6
            645	      3
            646	     14
            647	     10
            648	      4
            649	     -6
            650	    -11
            651	    -22
            652	    -28
            653	    -36
            654	    -36
            655	    -40
            656	    -38
            657	    -40
            658	    -36
            659	    -38
            660	    -34
            661	    -31
            662	     24
            663	    254
            664	    496
            665	    276
            666	   -107
            667	   -294
            668	   -317
            669	   -197
            670	    -90
            671	    -60
            672	    -37
            673	    -31
            674	    -23
            675	    -22
            676	    -20
            677	    -20
            678	    -15
            679	    -13
            680	    -11
            681	    -12
            682	     -7
            683	     -8
            684	     -4
            685	     -6
            686	      2
            687	      3
            688	      8
            689	      6
            690	     16
            691	     19
            692	     29
            693	     29
            694	     32
            695	     28
            696	     30
            697	     19
            698	     14
            699	      3
            700	     -3
            701	    -13
            702	    -15
            703	    -24
            704	    -24
            705	    -32
            706	    -34
            707	    -40
            708	    -42
            709	    -44
            710	    -43
            711	    -50
            712	    -46
            713	    -48
            714	    -44
            715	    -46
            716	    -42
            717	    -44
            718	    -37
            719	    -36
            720	    -31
            721	    -32
            722	    -29
            723	    -27
            724	    -26
            725	    -31
            726	    -29
            727	    -31
            728	    -27
            729	    -29
            730	    -24
            731	    -28
            732	    -27
            733	    -32
            734	    -31
            735	    -34
            736	    -29
            737	    -32
            738	    -28
            739	    -30
            740	    -30
            741	    -32
            742	    -30
            743	    -34
            744	    -32
            745	    -36
            746	    -32
            747	    -35
            748	    -32
            749	    -36
            750	    -34
            751	    -38
            752	    -36
            753	    -31
            754	    -26
            755	    -21
            756	    -10
            757	     -6
            758	      2
            759	     -4
            760	    -11
            761	    -22
            762	    -24
            763	    -36
            764	    -40
            765	    -48
            766	    -48
            767	    -50
            768	    -46
            769	    -48
            770	    -47
            771	    -46
            772	    -43
            773	    -29
            774	     98
            775	    383
            776	    420
            777	     32
            778	   -259
            779	   -372
            780	   -323
            781	   -162
            782	    -90
            783	    -61
            784	    -41
            785	    -39
            786	    -34
            787	    -34
            788	    -28
            789	    -25
            790	    -24
            791	    -24
            792	    -21
            793	    -26
            794	    -24
            795	    -24
            796	    -20
            797	    -20
            798	    -13
            799	    -16
            800	    -11
            801	     -5
            802	      6
            803	      8
            804	     14
            805	     14
            806	     16
            807	      9
            808	      6
            809	     -3
            810	     -8
            811	    -22
            812	    -26
            813	    -34
            814	    -35
            815	    -38
            816	    -39
            817	    -46
            818	    -48
            819	    -56
            820	    -56
            821	    -62
            822	    -62
            823	    -62
            824	    -56
            825	    -58
            826	    -54
            827	    -53
            828	    -49
            829	    -46
            830	    -42
            831	    -42
            832	    -36
            833	    -38
            834	    -35
            835	    -34
            836	    -32
            837	    -37
            838	    -34
            839	    -35
            840	    -36
            841	    -38
            842	    -36
            843	    -37
            844	    -40
            845	    -40
            846	    -37
            847	    -40
            848	    -37
            849	    -40
            850	    -37
            851	    -37
            852	    -36
            853	    -38
            854	    -32
            855	    -42
            856	    -38
            857	    -37
            858	    -32
            859	    -30
            860	    -19
            861	    -12
            862	     -6
            863	     -3
            864	     -1
            865	    -12
            866	    -20
            867	    -27
            868	    -37
            869	    -42
            870	    -45
            871	    -51
            872	    -46
            873	    -48
            874	    -46
            875	    -50
            876	    -44
            877	    -40
            878	    -16
            879	    138
            880	    421
            881	    334
            882	    -86
            883	   -328
            884	   -403
            885	   -309
            886	   -138
            887	    -87
            888	    -62
            889	    -53
            890	    -42
            891	    -41
            892	    -39
            893	    -34
            894	    -31
            895	    -36
            896	    -32
            897	    -30
            898	    -28
            899	    -24
            900	    -19
            901	    -17
            902	    -13
            903	     -8
            904	     -4
            905	     -2
            906	     10
            907	     14
            908	     22
            909	     24
            910	     27
            911	     24
            912	     19
            913	     10
            914	     -1
            915	     -8
            916	    -14
            917	    -22
            918	    -28
            919	    -38
            920	    -44
            921	    -48
            922	    -48
            923	    -52
            924	    -56
            925	    -62
            926	    -56
            927	    -58
            928	    -60
            929	    -56
            930	    -49
            931	    -48
            932	    -49
            933	    -46
            934	    -36
            935	    -38
            936	    -34
            937	    -30
            938	    -32
            939	    -32
            940	    -26
            941	    -32
            942	    -36
            943	    -37
            944	    -32
            945	    -30
            946	    -32
            947	    -34
            948	    -30
            949	    -37
            950	    -38
            951	    -36
            952	    -35
            953	    -32
            954	    -31
            955	    -34
            956	    -34
            957	    -36
            958	    -28
            959	    -24
            960	    -19
            961	    -15
            962	     -8
            963	      5
            964	      8
            965	     -5
            966	    -11
            967	    -16
            968	    -24
            969	    -38
            970	    -46
            971	    -48
            972	    -45
            973	    -50
            974	    -46
            975	    -48
            976	    -46
            977	    -44
            978	    -34
            979	     73
            980	    367
            981	    433
            982	     30
            983	   -293
            984	   -398
            985	   -347
            986	   -165
            987	    -90
            988	    -55
            989	    -40
            990	    -31
            991	    -26
            992	    -23
            993	    -20
            994	    -20
            995	    -16
            996	    -10
            997	    -11
            998	     -8
            999	     -8
           1000	    -10
           1001	     -7
           1002	     -2
           1003	      4
           1004	      6
           1005	     12
           1006	     25
           1007	     30
           1008	     32
           1009	     32
           1010	     41
           1011	     46
           1012	     40
           1013	     32
           1014	     22
           1015	      8
           1016	      2
           1017	     -8
           1018	    -16
           1019	    -22
           1020	    -24
           1021	    -32
           1022	    -39
           1023	    -44
           1024	    -47
           1025	    -48
           1026	    -47
           1027	    -48
           1028	    -46
           1029	    -46
           1030	    -40
           1031	    -39
           1032	    -35
           1033	    -34
           1034	    -32
           1035	    -30
           1036	    -24
           1037	    -24
           1038	    -24
           1039	    -21
           1040	    -20
           1041	    -22
           1042	    -21
           1043	    -20
           1044	    -21
           1045	    -21
           1046	    -22
           1047	    -23
           1048	    -21
           1049	    -20
           1050	    -23
           1051	    -24
           1052	    -24
           1053	    -21
           1054	    -17
           1055	    -12
           1056	    -10
           1057	     -4
           1058	      6
           1059	     16
           1060	     22
           1061	     14
           1062	      5
           1063	     -1
           1064	     -7
           1065	    -20
           1066	    -24
           1067	    -27
           1068	    -31
           1069	    -34
           1070	    -32
           1071	    -30
           1072	    -30
           1073	    -30
           1074	    -26
           1075	     24
           1076	    256
           1077	    500
           1078	    271
           1079	   -134
           1080	   -314
           1081	   -352
           1082	   -215
           1083	    -84
           1084	    -50
           1085	    -26
           1086	    -16
           1087	    -11
           1088	     -8
           1089	     -2
           1090	      1
           1091	      3
           1092	      2
           1093	      5
           1094	      8
           1095	      8
           1096	      9
           1097	     11
           1098	     16
           1099	     18
           1100	     22
           1101	     26
           1102	     30
           1103	     38
           1104	     42
           1105	     48
           1106	     50
           1107	     54
           1108	     52
           1109	     48
           1110	     41
           1111	     32
           1112	     24
           1113	     13
           1114	      6
           1115	     -3
           1116	    -10
           1117	    -14
           1118	    -21
           1119	    -25
           1120	    -29
           1121	    -30
           1122	    -32
           1123	    -32
           1124	    -32
           1125	    -32
           1126	    -29
           1127	    -28
           1128	    -27
           1129	    -24
           1130	    -18
           1131	    -13
           1132	    -12
           1133	    -11
           1134	     -8
           1135	     -7
           1136	     -8
           1137	     -7
           1138	     -6
           1139	     -6
           1140	     -4
           1141	     -4
           1142	     -6
           1143	     -5
           1144	     -4
           1145	     -3
           1146	     -5
           1147	     -5
           1148	     -4
           1149	     -3
           1150	     -5
           1151	     -2
           1152	     -4
           1153	     -4
           1154	     -5
           1155	     -2
           1156	      0
           1157	      8
           1158	     10
           1159	     18
           1160	     27
           1161	     34
           1162	     36
           1163	     32
           1164	     21
           1165	     11
           1166	      6
           1167	     -5
           1168	    -12
           1169	    -12
           1170	    -17
           1171	    -17
           1172	    -19
           1173	    -16
           1174	    -16
           1175	    -16
           1176	     -8
           1177	     72
           1178	    342
           1179	    526
           1180	    224
           1181	   -130
           1182	   -285
           1183	   -288
           1184	   -150
           1185	    -63
           1186	    -36
           1187	    -16
           1188	    -12
           1189	     -6
           1190	     -1
           1191	      4
           1192	      4
           1193	      6
           1194	      6
           1195	      9
           1196	     10
           1197	     13
           1198	     13
           1199	     16
           1200	     17
           1201	     19
           1202	     22
           1203	     26
           1204	     29
           1205	     37
           1206	     43
           1207	     48
           1208	     53
           1209	     54
           1210	     54
           1211	     49
           1212	     42
           1213	     36
           1214	     26
           1215	     16
           1216	      6
           1217	      1
           1218	     -6
           1219	     -8
           1220	    -15
           1221	    -18
           1222	    -21
           1223	    -22
           1224	    -24
           1225	    -24
           1226	    -24
           1227	    -24
           1228	    -23
           1229	    -24
           1230	    -26
           1231	    -20
           1232	    -18
           1233	    -14
           1234	    -13
           1235	    -10
           1236	     -7
           1237	     -6
           1238	     -9
           1239	    -10
           1240	     -8
           1241	     -4
           1242	     -4
           1243	     -6
           1244	    -12
           1245	    -12
           1246	    -10
           1247	    -10
           1248	    -12
           1249	     -8
           1250	     -8
           1251	     -8
           1252	     -8
           1253	    -11
           1254	    -10
           1255	    -13
           1256	    -14
           1257	    -13
           1258	    -13
           1259	    -13
           1260	    -10
           1261	     -1
           1262	     -2
           1263	      6
           1264	     10
           1265	     22
           1266	     28
           1267	     25
           1268	     16
           1269	      8
           1270	      2
           1271	    -10
           1272	    -16
           1273	    -20
           1274	    -23
           1275	    -26
           1276	    -34
           1277	    -30
           1278	    -26
           1279	    -28
           1280	    -27
           1281	     -2
           1282	    157
           1283	    446
           1284	    392
           1285	    -17
           1286	   -277
           1287	   -364
           1288	   -283
           1289	   -119
           1290	    -66
           1291	    -34
           1292	    -22
           1293	    -16
           1294	    -12
           1295	    -12
           1296	    -13
           1297	     -8
           1298	    -12
           1299	    -14
           1300	    -11
           1301	     -4
           1302	     -6
           1303	     -3
           1304	     -3
           1305	      3
           1306	      8
           1307	     10
           1308	     15
           1309	     24
           1310	     32
           1311	     42
           1312	     43
           1313	     44
           1314	     48
           1315	     48
           1316	     40
           1317	     29
           1318	     17
           1319	     11
           1320	     -1
           1321	     -8
           1322	    -12
           1323	    -16
           1324	    -21
           1325	    -24
           1326	    -31
           1327	    -32
           1328	    -32
           1329	    -36
           1330	    -40
           1331	    -40
           1332	    -42
           1333	    -34
           1334	    -32
           1335	    -35
           1336	    -32
           1337	    -26
           1338	    -27
           1339	    -21
           1340	    -19
           1341	    -19
           1342	    -18
           1343	    -16
           1344	    -21
           1345	    -21
           1346	    -20
           1347	    -16
           1348	    -16
           1349	    -16
           1350	    -16
           1351	    -20
           1352	    -24
           1353	    -19
           1354	    -19
           1355	    -18
           1356	    -18
           1357	    -14
           1358	    -16
           1359	    -13
           1360	    -10
           1361	    -10
           1362	     -3
           1363	     11
           1364	     24
           1365	     24
           1366	     16
           1367	      8
           1368	     -7
           1369	    -10
           1370	    -21
           1371	    -24
           1372	    -32
           1373	    -37
           1374	    -36
           1375	    -34
           1376	    -36
           1377	    -34
           1378	    -35
           1379	    -31
           1380	     14
           1381	    228
           1382	    468
           1383	    243
           1384	   -178
           1385	   -356
           1386	   -384
           1387	   -236
           1388	    -96
           1389	    -56
           1390	    -36
           1391	    -26
           1392	    -15
           1393	     -4
           1394	    -10
           1395	    -11
           1396	     -7
           1397	      1
           1398	     -2
           1399	     -1
           1400	      6
           1401	      9
           1402	      8
           1403	     11
           1404	     12
           1405	     24
           1406	     27
           1407	     30
           1408	     35
           1409	     48
           1410	     50
           1411	     57
           1412	     60
           1413	     52
           1414	     52
           1415	     51
           1416	     34
           1417	     27
           1418	     16
           1419	      6
           1420	     -1
           1421	    -10
           1422	    -19
           1423	    -20
           1424	    -23
           1425	    -24
           1426	    -30
           1427	    -34
           1428	    -36
           1429	    -36
           1430	    -35
           1431	    -34
           1432	    -36
           1433	    -29
           1434	    -26
           1435	    -21
           1436	    -20
           1437	    -15
           1438	    -17
           1439	    -16
           1440	    -14
           1441	    -13
           1442	    -16
           1443	    -10
           1444	    -16
           1445	    -18
           1446	    -16
           1447	    -16
           1448	    -22
           1449	    -18
           1450	    -18
           1451	    -16
           1452	    -16
           1453	    -18
           1454	    -24
           1455	    -16
           1456	     -8
           1457	     -8
           1458	     -8
           1459	      6
           1460	     12
           1461	     22
           1462	     24
           1463	     13
           1464	      8
           1465	      2
           1466	    -14
           1467	    -20
           1468	    -28
           1469	    -32
           1470	    -32
           1471	    -32
           1472	    -32
           1473	    -30
           1474	    -28
           1475	    -29
           1476	    -22
           1477	     84
           1478	    386
           1479	    480
           1480	     68
           1481	   -281
           1482	   -395
           1483	   -347
           1484	   -164
           1485	    -76
           1486	    -48
           1487	    -26
           1488	    -16
           1489	    -15
           1490	    -16
           1491	     -8
           1492	    -11
           1493	    -10
           1494	     -7
           1495	     -4
           1496	      0
           1497	     -1
           1498	     -2
           1499	      4
           1500	      8
           1501	     18
           1502	     16
           1503	     24
           1504	     33
           1505	     42
           1506	     44
           1507	     48
           1508	     50
           1509	     54
           1510	     50
           1511	     48
           1512	     33
           1513	     25
           1514	     16
           1515	      4
           1516	     -7
           1517	    -16
           1518	    -22
           1519	    -22
           1520	    -28
           1521	    -34
           1522	    -34
           1523	    -37
           1524	    -42
           1525	    -44
           1526	    -46
           1527	    -43
           1528	    -40
           1529	    -36
           1530	    -34
           1531	    -29
           1532	    -28
           1533	    -22
           1534	    -22
           1535	    -23
           1536	    -24
           1537	    -20
           1538	    -16
           1539	    -20
           1540	    -22
           1541	    -21
           1542	    -24
           1543	    -18
           1544	    -20
           1545	    -22
           1546	    -22
           1547	    -20
           1548	    -23
           1549	    -22
           1550	    -16
           1551	    -12
           1552	     -8
           1553	     -1
           1554	     14
           1555	     24
           1556	     15
           1557	      7
           1558	     -2
           1559	     -8
           1560	    -24
           1561	    -31
           1562	    -37
           1563	    -42
           1564	    -44
           1565	    -40
           1566	    -40
           1567	    -38
           1568	    -38
           1569	    -34
           1570	      1
           1571	    206
           1572	    495
           1573	    321
           1574	   -144
           1575	   -366
           1576	   -402
           1577	   -267
           1578	   -111
           1579	    -62
           1580	    -37
           1581	    -26
           1582	    -22
           1583	    -18
           1584	    -14
           1585	    -13
           1586	    -13
           1587	     -8
           1588	     -6
           1589	     -4
           1590	     -5
           1591	     -2
           1592	      4
           1593	     10
           1594	     10
           1595	     17
           1596	     22
           1597	     29
           1598	     36
           1599	     42
           1600	     45
           1601	     53
           1602	     56
           1603	     56
           1604	     48
           1605	     43
           1606	     34
           1607	     24
           1608	      9
           1609	      2
           1610	     -6
           1611	    -12
           1612	    -18
           1613	    -21
           1614	    -28
           1615	    -30
           1616	    -34
           1617	    -36
           1618	    -40
           1619	    -40
           1620	    -39
           1621	    -36
           1622	    -37
           1623	    -32
           1624	    -32
           1625	    -26
           1626	    -24
           1627	    -22
           1628	    -22
           1629	    -16
           1630	    -19
           1631	    -16
           1632	    -16
           1633	    -15
           1634	    -18
           1635	    -14
           1636	    -15
           1637	    -16
           1638	    -16
           1639	    -16
           1640	    -19
           1641	    -20
           1642	    -19
           1643	    -16
           1644	    -16
           1645	    -12
           1646	     -8
           1647	      2
           1648	      8
           1649	     18
           1650	     26
           1651	     26
           1652	     20
           1653	     12
           1654	      1
           1655	     -6
           1656	    -18
           1657	    -21
           1658	    -29
           1659	    -28
           1660	    -31
           1661	    -32
           1662	    -30
           1663	    -26
           1664	    -26
           1665	    -13
           1666	    106
           1667	    418
           1668	    504
           1669	    130
           1670	   -194
           1671	   -306
           1672	   -278
           1673	   -132
           1674	    -70
           1675	    -40
           1676	    -24
           1677	    -14
           1678	    -12
           1679	     -6
           1680	     -4
           1681	     -4
           1682	     -1
           1683	     -1
           1684	     -2
           1685	      1
           1686	      2
           1687	      6
           1688	      8
           1689	     13
           1690	     12
           1691	     18
           1692	     20
           1693	     27
           1694	     34
           1695	     45
           1696	     52
           1697	     59
           1698	     60
           1699	     61
           1700	     56
           1701	     50
           1702	     37
           1703	     29
           1704	     16
           1705	      6
           1706	     -4
           1707	    -10
           1708	    -16
           1709	    -20
           1710	    -22
           1711	    -22
           1712	    -26
           1713	    -26
           1714	    -26
           1715	    -30
           1716	    -35
           1717	    -32
           1718	    -35
           1719	    -38
           1720	    -36
           1721	    -32
           1722	    -34
           1723	    -32
           1724	    -29
           1725	    -23
           1726	    -22
           1727	    -16
           1728	    -16
           1729	    -16
           1730	    -18
           1731	    -16
           1732	    -15
           1733	    -18
           1734	    -16
           1735	    -14
           1736	    -15
           1737	    -15
           1738	    -15
           1739	    -15
           1740	    -18
           1741	    -16
           1742	    -18
           1743	    -18
           1744	    -19
           1745	    -10
           1746	    -11
           1747	     -2
           1748	      6
           1749	     15
           1750	     18
           1751	     18
           1752	      6
           1753	     -6
           1754	    -12
           1755	    -20
           1756	    -31
           1757	    -36
           1758	    -37
           1759	    -40
           1760	    -40
           1761	    -41
           1762	    -42
           1763	    -36
           1764	    -32
           1765	     12
           1766	    220
           1767	    480
           1768	    288
           1769	   -130
           1770	   -344
           1771	   -383
           1772	   -248
           1773	   -111
           1774	    -72
           1775	    -47
           1776	    -43
           1777	    -35
           1778	    -28
           1779	    -24
           1780	    -20
           1781	    -18
           1782	    -22
           1783	    -18
           1784	    -16
           1785	    -16
           1786	    -19
           1787	     -7
           1788	     -1
           1789	     -2
           1790	      3
           1791	     13
           1792	     14
           1793	     21
           1794	     34
           1795	     44
           1796	     48
           1797	     53
           1798	     54
           1799	     56
           1800	     45
           1801	     35
           1802	     22
           1803	     11
           1804	      0
           1805	    -12
           1806	    -23
           1807	    -27
           1808	    -32
           1809	    -35
           1810	    -37
           1811	    -41
           1812	    -42
           1813	    -42
           1814	    -51
           1815	    -55
           1816	    -52
           1817	    -51
           1818	    -55
           1819	    -52
           1820	    -53
           1821	    -56
           1822	    -48
           1823	    -47
           1824	    -47
           1825	    -40
           1826	    -40
           1827	    -39
           1828	    -38
           1829	    -38
           1830	    -36
           1831	    -34
           1832	    -34
           1833	    -36
           1834	    -38
           1835	    -40
           1836	    -34
           1837	    -29
           1838	    -36
           1839	    -30
           1840	    -29
           1841	    -30
           1842	    -17
           1843	     -6
           1844	     -1
           1845	     13
           1846	     10
           1847	     -8
           1848	    -19
           1849	    -17
           1850	    -27
           1851	    -37
           1852	    -44
           1853	    -53
           1854	    -50
           1855	    -46
           1856	    -48
           1857	    -49
           1858	    -46
           1859	    -46
           1860	    -29
           1861	    112
           1862	    421
           1863	    410
           1864	    -37
           1865	   -336
           1866	   -420
           1867	   -336
           1868	   -153
           1869	    -84
           1870	    -54
           1871	    -36
           1872	    -27
           1873	    -26
           1874	    -21
           1875	    -20
           1876	    -20
           1877	    -11
           1878	    -14
           1879	     -8
           1880	     -8
           1881	     -7
           1882	     -7
           1883	     -5
           1884	      2
           1885	      8
           1886	     10
           1887	     16
           1888	     24
           1889	     32
           1890	     38
           1891	     50
           1892	     54
           1893	     54
           1894	     52
           1895	     46
           1896	     38
           1897	     25
           1898	     11
           1899	     -2
           1900	    -11
           1901	    -19
           1902	    -30
           1903	    -32
           1904	    -39
           1905	    -43
           1906	    -43
           1907	    -47
           1908	    -54
           1909	    -53
           1910	    -48
           1911	    -43
           1912	    -46
           1913	    -51
           1914	    -47
           1915	    -42
           1916	    -40
           1917	    -32
           1918	    -32
           1919	    -30
           1920	    -30
           1921	    -28
           1922	    -27
           1923	    -28
           1924	    -21
           1925	    -20
           1926	    -28
           1927	    -28
           1928	    -26
           1929	    -23
           1930	    -20
           1931	    -22
           1932	    -22
           1933	    -22
